win,lose,probability
San Antonio Spurs,Toronto Raptors,0.6102468096151971
Boston Celtics,New York Knicks,0.7498731739135249
Cleveland Cavaliers,Chicago Bulls,0.6820075700934651
Los Angeles Clippers,Utah Jazz,0.5290541254205824
Indiana Pacers,Minnesota Timberwolves,0.544708924378052
Orlando Magic,Brooklyn Nets,0.5766588355580848
Portland Trail Blazers,New Orleans Pelicans,0.6554300487231173
Cleveland Cavaliers,Brooklyn Nets,0.8313780074361543
Denver Nuggets,Charlotte Hornets,0.5340556452533249
Dallas Mavericks,Memphis Grizzlies,0.5064314815052035
Detroit Pistons,Minnesota Timberwolves,0.5669560394865144
Golden State Warriors,Toronto Raptors,0.8090804703201658
Washington Wizards,Los Angeles Lakers,0.703589669081123
San Antonio Spurs,Miami Heat,0.553306555281171
Oklahoma City Thunder,Indiana Pacers,0.6232764540801632
Houston Rockets,Philadelphia 76ers,0.7738397296051082
Utah Jazz,Phoenix Suns,0.8240719534315425
Chicago Bulls,Atlanta Hawks,0.6029973238049762
Memphis Grizzlies,Dallas Mavericks,0.5909707390106957
Boston Celtics,Milwaukee Bucks,0.5276766952674703
Los Angeles Clippers,Portland Trail Blazers,0.5435190573467161
New Orleans Pelicans,Sacramento Kings,0.5102177110361688
Atlanta Hawks,Denver Nuggets,0.5605269472658874
Houston Rockets,Charlotte Hornets,0.670669964258105
Golden State Warriors,Washington Wizards,0.8144180241960896
Toronto Raptors,Los Angeles Lakers,0.7108223440131352
Oklahoma City Thunder,Minnesota Timberwolves,0.632163883484524
New York Knicks,Brooklyn Nets,0.6246902201084013
San Antonio Spurs,Orlando Magic,0.7850607798782405
Chicago Bulls,Oklahoma City Thunder,0.5305318962840783
Dallas Mavericks,Philadelphia 76ers,0.6522470487937981
Los Angeles Clippers,Detroit Pistons,0.7647302458866025
Houston Rockets,Memphis Grizzlies,0.6113688980953689
Miami Heat,Boston Celtics,0.5076170206645894
Cleveland Cavaliers,New Orleans Pelicans,0.715384424973971
Portland Trail Blazers,Phoenix Suns,0.7873179530935794
Utah Jazz,Los Angeles Lakers,0.7889652735232181
Atlanta Hawks,Milwaukee Bucks,0.560949712333172
Denver Nuggets,Brooklyn Nets,0.6766286934698023
Charlotte Hornets,Orlando Magic,0.6322769182531293
Cleveland Cavaliers,New York Knicks,0.807227451172275
Golden State Warriors,Detroit Pistons,0.9134506003260705
San Antonio Spurs,Indiana Pacers,0.6666282304450496
Washington Wizards,Sacramento Kings,0.669594587232568
San Antonio Spurs,Boston Celtics,0.5210394150994506
Houston Rockets,Philadelphia 76ers,0.8363495430577275
Golden State Warriors,Los Angeles Clippers,0.7302661135412418
Memphis Grizzlies,Charlotte Hornets,0.6001508933492371
Miami Heat,Minnesota Timberwolves,0.7443564421234589
New Orleans Pelicans,Orlando Magic,0.6488194782976262
Denver Nuggets,New York Knicks,0.589315942058914
Toronto Raptors,Portland Trail Blazers,0.5143489933056433
Utah Jazz,Dallas Mavericks,0.7371557951310671
Brooklyn Nets,Phoenix Suns,0.5405123440804134
Indiana Pacers,Sacramento Kings,0.6141010351917314
Los Angeles Lakers,Detroit Pistons,0.5032715268899978
Milwaukee Bucks,Oklahoma City Thunder,0.5499177984260746
Boston Celtics,Sacramento Kings,0.7452336076533741
Milwaukee Bucks,Charlotte Hornets,0.5336285139365529
Cleveland Cavaliers,Indiana Pacers,0.7627500856352856
Toronto Raptors,Denver Nuggets,0.5905676395279186
Los Angeles Clippers,Dallas Mavericks,0.7267327199600903
Memphis Grizzlies,Orlando Magic,0.6900053035990018
Miami Heat,Chicago Bulls,0.5742035246982118
New Orleans Pelicans,Minnesota Timberwolves,0.6187775111537823
Houston Rockets,New York Knicks,0.7182750194554893
Atlanta Hawks,Philadelphia 76ers,0.631304014592238
Utah Jazz,Portland Trail Blazers,0.6296194431212147
Washington Wizards,Phoenix Suns,0.8708246386361188
Portland Trail Blazers,Los Angeles Lakers,0.7194703067562993
Golden State Warriors,San Antonio Spurs,0.6929497687437298
Houston Rockets,Atlanta Hawks,0.5821199326037538
Dallas Mavericks,New Orleans Pelicans,0.5249188494637469
Miami Heat,Denver Nuggets,0.5729676919745543
Milwaukee Bucks,Detroit Pistons,0.5690020484666443
Los Angeles Lakers,Brooklyn Nets,0.6074914558718231
New York Knicks,Phoenix Suns,0.631716710924547
Boston Celtics,Oklahoma City Thunder,0.5423673179122295
Chicago Bulls,Orlando Magic,0.6861850310826269
Indiana Pacers,Philadelphia 76ers,0.6156934386143655
San Antonio Spurs,Charlotte Hornets,0.7682132221784433
Utah Jazz,Toronto Raptors,0.5791907408555251
Washington Wizards,Cleveland Cavaliers,0.5375390429120679
Chicago Bulls,New Orleans Pelicans,0.6307264085811256
Golden State Warriors,Denver Nuggets,0.8359789154343619
Detroit Pistons,Sacramento Kings,0.5359939029018898
Los Angeles Clippers,Memphis Grizzlies,0.7094466941282528
Dallas Mavericks,Minnesota Timberwolves,0.5292358930612806
Cleveland Cavaliers,Atlanta Hawks,0.7505054488462415
Houston Rockets,Utah Jazz,0.5626094956039799
Los Angeles Clippers,Miami Heat,0.5838663474042018
Memphis Grizzlies,Los Angeles Lakers,0.567830676657028
Charlotte Hornets,Minnesota Timberwolves,0.5197305141603088
Indiana Pacers,New York Knicks,0.5441618505598476
Boston Celtics,Orlando Magic,0.7409468737908538
Portland Trail Blazers,Oklahoma City Thunder,0.557233003830971
San Antonio Spurs,Phoenix Suns,0.8599163515339987
Toronto Raptors,Washington Wizards,0.5533541075198828
Boston Celtics,Atlanta Hawks,0.5611978586158838
Golden State Warriors,Miami Heat,0.8200061498923226
Brooklyn Nets,Phoenix Suns,0.5145075311732588
Cleveland Cavaliers,Milwaukee Bucks,0.7281988488771526
Denver Nuggets,Brooklyn Nets,0.7250893292358832
Indiana Pacers,New Orleans Pelicans,0.568503763925213
Charlotte Hornets,New York Knicks,0.5191799200222172
Portland Trail Blazers,Memphis Grizzlies,0.6385240340801616
Oklahoma City Thunder,Sacramento Kings,0.6115735016818329
San Antonio Spurs,Los Angeles Clippers,0.5820619592812831
Toronto Raptors,Chicago Bulls,0.6044510694698586
Utah Jazz,Philadelphia 76ers,0.8247737956048224
Washington Wizards,Dallas Mavericks,0.7779586494419689
Boston Celtics,Los Angeles Lakers,0.765550900595726
Indiana Pacers,Detroit Pistons,0.5238488283095066
Golden State Warriors,Minnesota Timberwolves,0.9211811637748163
New York Knicks,Orlando Magic,0.5282853857861143
Miami Heat,Phoenix Suns,0.7894917807473848
Oklahoma City Thunder,Denver Nuggets,0.5197299789376331
Houston Rockets,Cleveland Cavaliers,0.5025374072029468
Sacramento Kings,Philadelphia 76ers,0.6197050496296966
Toronto Raptors,New Orleans Pelicans,0.7067616080879824
Washington Wizards,Los Angeles Lakers,0.8236494980231753
Boston Celtics,Charlotte Hornets,0.7178880050601495
Chicago Bulls,Indiana Pacers,0.6188043199786298
Atlanta Hawks,Detroit Pistons,0.5404052702320992
Los Angeles Clippers,Oklahoma City Thunder,0.5654167678055704
Orlando Magic,Phoenix Suns,0.562239916489995
Portland Trail Blazers,Brooklyn Nets,0.7822368167686707
San Antonio Spurs,Milwaukee Bucks,0.7141416515635488
Utah Jazz,Miami Heat,0.5967147326723306
Cleveland Cavaliers,Dallas Mavericks,0.7295287655001023
Denver Nuggets,Orlando Magic,0.6851706996704607
Golden State Warriors,Philadelphia 76ers,0.9354522950384014
Houston Rockets,Memphis Grizzlies,0.7365493370769586
Milwaukee Bucks,Los Angeles Lakers,0.7134571813879008
Los Angeles Clippers,New Orleans Pelicans,0.6563796248827596
New York Knicks,Sacramento Kings,0.5156408797534481
Minnesota Timberwolves,Phoenix Suns,0.5938126035303702
San Antonio Spurs,Chicago Bulls,0.6666550028077097
Utah Jazz,Brooklyn Nets,0.8396482615487197
Washington Wizards,Atlanta Hawks,0.7549271450674219
Boston Celtics,Toronto Raptors,0.545897871848181
Miami Heat,Detroit Pistons,0.6621014382776026
Houston Rockets,Indiana Pacers,0.6303972135324829
Oklahoma City Thunder,Dallas Mavericks,0.637774090641888
Golden State Warriors,Orlando Magic,0.9300850304371726
Los Angeles Clippers,Philadelphia 76ers,0.8169624848164201
Milwaukee Bucks,Memphis Grizzlies,0.6316641126975098
New Orleans Pelicans,Atlanta Hawks,0.5132333613140176
Cleveland Cavaliers,New York Knicks,0.7717540068056598
Los Angeles Lakers,Phoenix Suns,0.5974761727694907
Portland Trail Blazers,Denver Nuggets,0.600633890441727
Utah Jazz,Minnesota Timberwolves,0.7914867501375055
Washington Wizards,Sacramento Kings,0.807098354533326
Boston Celtics,Brooklyn Nets,0.7734065289909133
San Antonio Spurs,Dallas Mavericks,0.7045303577202351
Houston Rockets,Toronto Raptors,0.5991043474802186
Atlanta Hawks,Sacramento Kings,0.6608362603474799
Cleveland Cavaliers,Charlotte Hornets,0.7297860726617573
Los Angeles Lakers,Philadelphia 76ers,0.5818075356859221
Memphis Grizzlies,Indiana Pacers,0.5758456667907659
Miami Heat,Washington Wizards,0.522287283599633
Milwaukee Bucks,Detroit Pistons,0.6953929777089397
San Antonio Spurs,Minnesota Timberwolves,0.7497313275304294
Toronto Raptors,New Orleans Pelicans,0.6295054440483348
Utah Jazz,New York Knicks,0.7264394665218865
Oklahoma City Thunder,Chicago Bulls,0.5246488454878998
Portland Trail Blazers,Orlando Magic,0.7477292703301024
Golden State Warriors,Boston Celtics,0.746150577658625
Houston Rockets,Phoenix Suns,0.8180916993003431
Utah Jazz,Brooklyn Nets,0.794752705211618
Chicago Bulls,Charlotte Hornets,0.642177531272489
Cleveland Cavaliers,Los Angeles Clippers,0.598966857780584
Dallas Mavericks,Minnesota Timberwolves,0.6020011422598727
Denver Nuggets,New Orleans Pelicans,0.582755111645791
Indiana Pacers,Detroit Pistons,0.6195905175468445
Los Angeles Lakers,Phoenix Suns,0.6146413085887886
Portland Trail Blazers,Sacramento Kings,0.629518179208842
San Antonio Spurs,Oklahoma City Thunder,0.6760551419035407
Toronto Raptors,New York Knicks,0.7489701984141134
Washington Wizards,Miami Heat,0.6489363193048069
Boston Celtics,Atlanta Hawks,0.5611978586158838
Los Angeles Clippers,Charlotte Hornets,0.6723996931835616
Milwaukee Bucks,Dallas Mavericks,0.5333038691388041
Houston Rockets,Memphis Grizzlies,0.6113688980953689
Utah Jazz,Orlando Magic,0.7644194774379972
Golden State Warriors,Philadelphia 76ers,0.9155335530502982
Portland Trail Blazers,Sacramento Kings,0.6967415647977871
Golden State Warriors,Brooklyn Nets,0.9217334769348786
Denver Nuggets,Los Angeles Lakers,0.606795631465864
Miami Heat,Indiana Pacers,0.6690354128170325
Minnesota Timberwolves,Detroit Pistons,0.5208890557199999
Chicago Bulls,Phoenix Suns,0.7594127489376767
Toronto Raptors,Washington Wizards,0.5533541075198828
Charlotte Hornets,Minnesota Timberwolves,0.6016885664909487
Boston Celtics,Dallas Mavericks,0.6512311438421876
Cleveland Cavaliers,Detroit Pistons,0.7570549833318156
Portland Trail Blazers,Memphis Grizzlies,0.5331197831426329
Washington Wizards,Milwaukee Bucks,0.5130176199607963
Oklahoma City Thunder,New Orleans Pelicans,0.5603898042575357
Los Angeles Clippers,New York Knicks,0.7198591540906836
Indiana Pacers,Orlando Magic,0.5932797878743138
Utah Jazz,Philadelphia 76ers,0.7808851263569563
Denver Nuggets,Sacramento Kings,0.5685074024639274
San Antonio Spurs,Atlanta Hawks,0.7371855488594681
Chicago Bulls,Los Angeles Lakers,0.6580545026875373
Los Angeles Clippers,Atlanta Hawks,0.5840262852869729
Washington Wizards,Charlotte Hornets,0.638075699942826
Cleveland Cavaliers,Brooklyn Nets,0.8646463251962013
Houston Rockets,Denver Nuggets,0.7041738593107774
Memphis Grizzlies,Dallas Mavericks,0.5909707390106957
Miami Heat,Boston Celtics,0.5076170206645894
Minnesota Timberwolves,Orlando Magic,0.5781264922431936
San Antonio Spurs,New Orleans Pelicans,0.6896348870979823
Toronto Raptors,New York Knicks,0.69564760553262
Golden State Warriors,Oklahoma City Thunder,0.8035080093869822
Portland Trail Blazers,Philadelphia 76ers,0.7129437446908777
Milwaukee Bucks,Phoenix Suns,0.7164606443951076
Sacramento Kings,Los Angeles Lakers,0.5641358999024414
Utah Jazz,Chicago Bulls,0.637423110039268
Atlanta Hawks,New York Knicks,0.6663246217764811
Boston Celtics,Orlando Magic,0.7905194991440414
Portland Trail Blazers,Brooklyn Nets,0.7296224358021264
Cleveland Cavaliers,Charlotte Hornets,0.7804289658379823
Denver Nuggets,Memphis Grizzlies,0.5646517876999071
Golden State Warriors,Chicago Bulls,0.8440651324371751
Toronto Raptors,Indiana Pacers,0.6045971029230539
Miami Heat,Minnesota Timberwolves,0.6805976918730592
Oklahoma City Thunder,Detroit Pistons,0.6827412078248981
New Orleans Pelicans,Phoenix Suns,0.6668120170224971
Toronto Raptors,Atlanta Hawks,0.5553269727437865
San Antonio Spurs,Charlotte Hornets,0.7048018235087009
Oklahoma City Thunder,Dallas Mavericks,0.57768972114842
Golden State Warriors,New Orleans Pelicans,0.8951492497991272
Houston Rockets,New York Knicks,0.7884421948566752
Boston Celtics,Indiana Pacers,0.6102740071247528
Philadelphia 76ers,Orlando Magic,0.5057730404839869
Los Angeles Clippers,Sacramento Kings,0.7023239215597042
Utah Jazz,Milwaukee Bucks,0.6871195946696841
Washington Wizards,Portland Trail Blazers,0.679866102502197
Miami Heat,Chicago Bulls,0.523165658030344
Memphis Grizzlies,Brooklyn Nets,0.7295528926455411
Minnesota Timberwolves,Phoenix Suns,0.631203400546578
Boston Celtics,Detroit Pistons,0.7496182614949773
Golden State Warriors,Sacramento Kings,0.9115966120126865
Houston Rockets,Brooklyn Nets,0.8504195856055192
Indiana Pacers,Orlando Magic,0.6724512731218265
Los Angeles Clippers,Los Angeles Lakers,0.7799835001847449
Portland Trail Blazers,New York Knicks,0.6492000094577561
Cleveland Cavaliers,Philadelphia 76ers,0.8194227675432166
San Antonio Spurs,Dallas Mavericks,0.7613573129896869
Chicago Bulls,Phoenix Suns,0.7687335255265367
Cleveland Cavaliers,Miami Heat,0.6435053430775186
Washington Wizards,Minnesota Timberwolves,0.6886749808084998
Milwaukee Bucks,Sacramento Kings,0.5680863114178387
Utah Jazz,Denver Nuggets,0.6867504762928007
Dallas Mavericks,Brooklyn Nets,0.6760138851248422
Detroit Pistons,Phoenix Suns,0.6504981860006093
Houston Rockets,Indiana Pacers,0.7410211358150559
Golden State Warriors,Los Angeles Lakers,0.8967549411054965
New Orleans Pelicans,Minnesota Timberwolves,0.6187775111537823
Miami Heat,New York Knicks,0.6801180125160802
Oklahoma City Thunder,Orlando Magic,0.6769383722335769
Washington Wizards,Philadelphia 76ers,0.7476137784684054
San Antonio Spurs,Memphis Grizzlies,0.745494495562848
Toronto Raptors,Charlotte Hornets,0.7169131517816043
Cleveland Cavaliers,Atlanta Hawks,0.6488077681026259
Boston Celtics,Philadelphia 76ers,0.8043471472182921
Chicago Bulls,Denver Nuggets,0.5303545147980542
Los Angeles Clippers,Utah Jazz,0.5290541254205824
Portland Trail Blazers,Milwaukee Bucks,0.6010455341642056
Chicago Bulls,Sacramento Kings,0.6735244219709384
San Antonio Spurs,Memphis Grizzlies,0.6484249238372711
Miami Heat,Charlotte Hornets,0.6908673101045077
Oklahoma City Thunder,Minnesota Timberwolves,0.7044103353852427
Golden State Warriors,Orlando Magic,0.9079940542084893
Toronto Raptors,Indiana Pacers,0.6961115874288135
Utah Jazz,New Orleans Pelicans,0.734945014504236
Washington Wizards,Detroit Pistons,0.8106887567181821
Boston Celtics,Phoenix Suns,0.8249650543601033
Atlanta Hawks,Brooklyn Nets,0.6504001647894848
Cleveland Cavaliers,Memphis Grizzlies,0.7585312208207651
Los Angeles Clippers,Dallas Mavericks,0.6721122924569134
Denver Nuggets,Los Angeles Lakers,0.6531546560734838
Milwaukee Bucks,Sacramento Kings,0.6904508619094312
Detroit Pistons,Philadelphia 76ers,0.5519095561482052
Portland Trail Blazers,New Orleans Pelicans,0.6554300487231173
Houston Rockets,Los Angeles Lakers,0.7327549860943239
Golden State Warriors,Miami Heat,0.7699481436894684
Los Angeles Clippers,Minnesota Timberwolves,0.7203037473575467
New York Knicks,Orlando Magic,0.5786643652679837
San Antonio Spurs,Oklahoma City Thunder,0.6021392607703876
Atlanta Hawks,Brooklyn Nets,0.7528635280635609
Boston Celtics,Milwaukee Bucks,0.6573134753998846
Cleveland Cavaliers,Chicago Bulls,0.6356786171462577
Charlotte Hornets,Orlando Magic,0.6322769182531293
Denver Nuggets,Dallas Mavericks,0.5337310379872616
Indiana Pacers,New York Knicks,0.619910687803101
Memphis Grizzlies,Minnesota Timberwolves,0.6616492671882069
Golden State Warriors,New Orleans Pelicans,0.8572202553477897
Philadelphia 76ers,Phoenix Suns,0.5610412307752692
San Antonio Spurs,Detroit Pistons,0.7958925123902708
Utah Jazz,Washington Wizards,0.5876800187673454
Utah Jazz,Oklahoma City Thunder,0.5734753448924674
Washington Wizards,Portland Trail Blazers,0.5056200170608556
Toronto Raptors,Phoenix Suns,0.8242696374874486
Boston Celtics,Dallas Mavericks,0.7101052714891012
Golden State Warriors,Charlotte Hornets,0.8657913799289852
Cleveland Cavaliers,Sacramento Kings,0.8033727831466496
Chicago Bulls,Indiana Pacers,0.5448571059665299
Los Angeles Clippers,Minnesota Timberwolves,0.7825827191958139
Milwaukee Bucks,Detroit Pistons,0.6953929777089397
Denver Nuggets,New Orleans Pelicans,0.5161386408544166
Memphis Grizzlies,New York Knicks,0.5499036715172219
Atlanta Hawks,Orlando Magic,0.6092229547148619
San Antonio Spurs,Miami Heat,0.6273097030340861
Oklahoma City Thunder,Brooklyn Nets,0.7143261049446952
Los Angeles Lakers,Philadelphia 76ers,0.5303649056539121
Washington Wizards,Phoenix Suns,0.7956421344705253
Utah Jazz,Houston Rockets,0.5523543955809326
Chicago Bulls,Charlotte Hornets,0.5883643222283581
Golden State Warriors,Detroit Pistons,0.8815626337674812
Cleveland Cavaliers,Indiana Pacers,0.69343802807375
Toronto Raptors,Memphis Grizzlies,0.5851146956824271
Milwaukee Bucks,Dallas Mavericks,0.6513032265003473
New Orleans Pelicans,Sacramento Kings,0.5888334912701353
Denver Nuggets,Orlando Magic,0.6368157128742409
San Antonio Spurs,Boston Celtics,0.6045697659440035
Atlanta Hawks,Orlando Magic,0.7153948890248351
Miami Heat,Brooklyn Nets,0.7561151324631608
Chicago Bulls,New York Knicks,0.6789072258589742
Charlotte Hornets,Los Angeles Lakers,0.5980375430531785
Cleveland Cavaliers,Philadelphia 76ers,0.8516811043772105
Los Angeles Clippers,Washington Wizards,0.5747489238994701
Oklahoma City Thunder,Memphis Grizzlies,0.5141098118787153
Utah Jazz,Milwaukee Bucks,0.5589713074229852
San Antonio Spurs,Phoenix Suns,0.8405766225899579
Houston Rockets,Portland Trail Blazers,0.5415727815958711
Boston Celtics,Detroit Pistons,0.6832662140382038
Indiana Pacers,Denver Nuggets,0.5102140044358598
Dallas Mavericks,Minnesota Timberwolves,0.5292358930612806
New Orleans Pelicans,Philadelphia 76ers,0.6680732441950739
Atlanta Hawks,New York Knicks,0.5606044230661986
Toronto Raptors,Sacramento Kings,0.677276291181697
Boston Celtics,Chicago Bulls,0.5470798451632318
Golden State Warriors,Portland Trail Blazers,0.8395897429851789
Houston Rockets,New Orleans Pelicans,0.7506610139216502
Los Angeles Clippers,Toronto Raptors,0.5661899376744781
Miami Heat,Memphis Grizzlies,0.5674520287523668
Oklahoma City Thunder,Charlotte Hornets,0.6465320866510226
Washington Wizards,Brooklyn Nets,0.7629478421095434
Cleveland Cavaliers,Atlanta Hawks,0.7505054488462415
San Antonio Spurs,Dallas Mavericks,0.7045303577202351
Denver Nuggets,Detroit Pistons,0.5694229234064645
Minnesota Timberwolves,Philadelphia 76ers,0.5988598004497436
New York Knicks,Los Angeles Lakers,0.543040818399284
Sacramento Kings,Phoenix Suns,0.6513464312951501
Boston Celtics,Denver Nuggets,0.6569267503478352
Utah Jazz,Chicago Bulls,0.5781167106133595
Houston Rockets,Charlotte Hornets,0.7598092950624566
Oklahoma City Thunder,Indiana Pacers,0.5342725492579035
Miami Heat,Portland Trail Blazers,0.5659656980944857
Milwaukee Bucks,New Orleans Pelicans,0.5157099790292814
Los Angeles Clippers,Orlando Magic,0.7584489694065248
Toronto Raptors,Phoenix Suns,0.8012631015396726
Washington Wizards,Memphis Grizzlies,0.762855623561944
Atlanta Hawks,Detroit Pistons,0.6660224849828965
New York Knicks,Brooklyn Nets,0.571999557597012
Cleveland Cavaliers,Los Angeles Lakers,0.8201723620555457
Golden State Warriors,Dallas Mavericks,0.8962124937604213
Minnesota Timberwolves,Sacramento Kings,0.515089971501073
Boston Celtics,Utah Jazz,0.5085328091162966
Miami Heat,Charlotte Hornets,0.6293920931665136
Denver Nuggets,New Orleans Pelicans,0.582755111645791
Houston Rockets,San Antonio Spurs,0.5333049718973012
Indiana Pacers,Detroit Pistons,0.6195905175468445
Memphis Grizzlies,Atlanta Hawks,0.5595253104028023
Milwaukee Bucks,Chicago Bulls,0.5393514306978257
Portland Trail Blazers,Orlando Magic,0.6933773016191264
Oklahoma City Thunder,Philadelphia 76ers,0.6970955634289562
Toronto Raptors,Brooklyn Nets,0.8198693281564448
Washington Wizards,Los Angeles Clippers,0.6046595006852381
Portland Trail Blazers,Charlotte Hornets,0.5964801295723596
Cleveland Cavaliers,Utah Jazz,0.5910464522116201
Houston Rockets,Milwaukee Bucks,0.7045312800446913
Boston Celtics,Memphis Grizzlies,0.5908820374144952
Los Angeles Clippers,Miami Heat,0.5157019737437771
Minnesota Timberwolves,Phoenix Suns,0.631203400546578
Oklahoma City Thunder,New York Knicks,0.631650832950778
San Antonio Spurs,Dallas Mavericks,0.7613573129896869
Indiana Pacers,Brooklyn Nets,0.6351308200598481
Detroit Pistons,Orlando Magic,0.5984315240075715
Toronto Raptors,Sacramento Kings,0.7443195938679213
Washington Wizards,Cleveland Cavaliers,0.5375390429120679
Miami Heat,Atlanta Hawks,0.5373987789996613
Chicago Bulls,Philadelphia 76ers,0.7435509748439166
Charlotte Hornets,New York Knicks,0.5773425281032771
Dallas Mavericks,Phoenix Suns,0.6825677639533884
Houston Rockets,Utah Jazz,0.5626094956039799
Boston Celtics,Indiana Pacers,0.6102740071247528
Golden State Warriors,Los Angeles Lakers,0.8967549411054965
Portland Trail Blazers,Minnesota Timberwolves,0.6497021724034805
Oklahoma City Thunder,Denver Nuggets,0.5791900166681158
San Antonio Spurs,Los Angeles Clippers,0.5820619592812831
Cleveland Cavaliers,Milwaukee Bucks,0.6174167268161039
Sacramento Kings,Philadelphia 76ers,0.5576464610372549
Washington Wizards,New Orleans Pelicans,0.7759867690323142
Atlanta Hawks,Indiana Pacers,0.6052359760591157
Boston Celtics,Miami Heat,0.5637640605980243
Sacramento Kings,Brooklyn Nets,0.5780074910254474
Chicago Bulls,Orlando Magic,0.7268855408117073
Toronto Raptors,Charlotte Hornets,0.646102897866221
Dallas Mavericks,Detroit Pistons,0.577329304894729
Denver Nuggets,Minnesota Timberwolves,0.656592523872431
Golden State Warriors,Memphis Grizzlies,0.8879949255939809
Houston Rockets,Los Angeles Lakers,0.8023396751168204
Los Angeles Clippers,Phoenix Suns,0.836521180780811
Utah Jazz,Oklahoma City Thunder,0.5734753448924674
San Antonio Spurs,Portland Trail Blazers,0.580719792734122
Cleveland Cavaliers,Chicago Bulls,0.6820075700934651
Boston Celtics,New York Knicks,0.7006644850724197
Toronto Raptors,Philadelphia 76ers,0.7541475888707112
Memphis Grizzlies,Phoenix Suns,0.6830517315953673
Utah Jazz,San Antonio Spurs,0.5127809702579462
Washington Wizards,Brooklyn Nets,0.7629478421095434
Detroit Pistons,New York Knicks,0.5421026570950285
Golden State Warriors,Los Angeles Lakers,0.9200696518576565
Houston Rockets,Los Angeles Clippers,0.5706806026881065
Miami Heat,Dallas Mavericks,0.6826686521485058
Milwaukee Bucks,Charlotte Hornets,0.6599085425921848
Oklahoma City Thunder,Atlanta Hawks,0.6075372887561701
New Orleans Pelicans,Orlando Magic,0.5809519552018747
Portland Trail Blazers,Denver Nuggets,0.600633890441727
Atlanta Hawks,Dallas Mavericks,0.620004600616868
Boston Celtics,Chicago Bulls,0.6056001462598963
Milwaukee Bucks,Charlotte Hornets,0.5336285139365529
Golden State Warriors,Denver Nuggets,0.870970282065549
Indiana Pacers,Brooklyn Nets,0.713307840761993
Portland Trail Blazers,Los Angeles Lakers,0.6655772784367472
Los Angeles Clippers,Memphis Grizzlies,0.6132304728550293
Miami Heat,New Orleans Pelicans,0.6801984017430145
Minnesota Timberwolves,Phoenix Suns,0.5938126035303702
San Antonio Spurs,Sacramento Kings,0.7329418424684625
Toronto Raptors,Philadelphia 76ers,0.8035893177365181
Utah Jazz,Oklahoma City Thunder,0.6472113466741786
Washington Wizards,Orlando Magic,0.843693971709212
Boston Celtics,Washington Wizards,0.554542228964585
Golden State Warriors,Cleveland Cavaliers,0.741247286434976
Los Angeles Lakers,Minnesota Timberwolves,0.5287375574330258
New York Knicks,Philadelphia 76ers,0.5993895567489006
Houston Rockets,Oklahoma City Thunder,0.5634888735831465
