Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Mar 23 2011,7:00 pm,Atlanta Hawks,100,Philadelphia 76ers,105,Box Score,,15199,
Wed Mar 23 2011,7:00 pm,Toronto Raptors,106,Phoenix Suns,114,Box Score,,17865,
Thu Mar 24 2011,7:30 pm,Minnesota Timberwolves,96,Dallas Mavericks,104,Box Score,,20296,
Thu Mar 24 2011,7:00 pm,New Orleans Hornets,121,Utah Jazz,117,Box Score,OT,18840,
Fri Mar 25 2011,7:30 pm,Charlotte Bobcats,83,Boston Celtics,81,Box Score,,18624,
Fri Mar 25 2011,7:00 pm,Memphis Grizzlies,96,Chicago Bulls,99,Box Score,,22274,
Fri Mar 25 2011,7:30 pm,Detroit Pistons,91,Cleveland Cavaliers,97,Box Score,,19907,
Fri Mar 25 2011,7:00 pm,Washington Wizards,94,Denver Nuggets,114,Box Score,,19308,
Fri Mar 25 2011,7:30 pm,Toronto Raptors,100,Golden State Warriors,138,Box Score,,17504,
Fri Mar 25 2011,7:00 pm,Sacramento Kings,110,Indiana Pacers,93,Box Score,,13813,
Fri Mar 25 2011,7:30 pm,Los Angeles Clippers,104,Los Angeles Lakers,112,Box Score,,18997,
Fri Mar 25 2011,7:30 pm,Philadelphia 76ers,99,Miami Heat,111,Box Score,,19840,
Fri Mar 25 2011,7:30 pm,Milwaukee Bucks,102,New York Knicks,96,Box Score,,19763,
Fri Mar 25 2011,7:00 pm,Minnesota Timberwolves,103,Oklahoma City Thunder,111,Box Score,,18203,
Fri Mar 25 2011,7:00 pm,New Jersey Nets,85,Orlando Magic,95,Box Score,,19087,
Fri Mar 25 2011,7:00 pm,New Orleans Hornets,106,Phoenix Suns,100,Box Score,,18422,
Fri Mar 25 2011,7:00 pm,San Antonio Spurs,96,Portland Trail Blazers,98,Box Score,,20644,
Sat Mar 26 2011,7:00 pm,New Jersey Nets,87,Atlanta Hawks,98,Box Score,,17093,
Sat Mar 26 2011,7:00 pm,New York Knicks,106,Charlotte Bobcats,114,Box Score,,19356,
Sat Mar 26 2011,7:30 pm,Indiana Pacers,88,Detroit Pistons,100,Box Score,,19216,
Sat Mar 26 2011,7:30 pm,Toronto Raptors,90,Los Angeles Clippers,94,Box Score,,19060,
Sat Mar 26 2011,7:30 pm,Chicago Bulls,95,Milwaukee Bucks,87,Box Score,,18717,
Sat Mar 26 2011,7:00 pm,Dallas Mavericks,94,Utah Jazz,77,Box Score,,19649,
Sun Mar 27 2011,6:00 pm,Atlanta Hawks,99,Cleveland Cavaliers,83,Box Score,,20226,
Sun Mar 27 2011,6:00 pm,Washington Wizards,104,Golden State Warriors,114,Box Score,,17723,
Sun Mar 27 2011,6:30 pm,New Orleans Hornets,84,Los Angeles Lakers,102,Box Score,,18997,
Sun Mar 27 2011,5:00 pm,San Antonio Spurs,104,Memphis Grizzlies,111,Box Score,,17098,
Sun Mar 27 2011,6:00 pm,Houston Rockets,119,Miami Heat,125,Box Score,,19825,
Sun Mar 27 2011,6:00 pm,Boston Celtics,85,Minnesota Timberwolves,82,Box Score,,19178,
Sun Mar 27 2011,7:00 pm,Portland Trail Blazers,90,Oklahoma City Thunder,99,Box Score,,18203,
Sun Mar 27 2011,12:00 pm,Sacramento Kings,114,Philadelphia 76ers,111,Box Score,OT,16235,
Sun Mar 27 2011,7:30 pm,Dallas Mavericks,91,Phoenix Suns,83,Box Score,,17314,
Mon Mar 28 2011,7:00 pm,Milwaukee Bucks,86,Charlotte Bobcats,87,Box Score,,12368,
Mon Mar 28 2011,7:00 pm,Philadelphia 76ers,97,Chicago Bulls,85,Box Score,,22210,
Mon Mar 28 2011,7:00 pm,Boston Celtics,100,Indiana Pacers,107,Box Score,,15932,
Mon Mar 28 2011,7:30 pm,Orlando Magic,106,New York Knicks,113,Box Score,OT,19763,
Mon Mar 28 2011,7:30 pm,Portland Trail Blazers,100,San Antonio Spurs,92,Box Score,,18583,
Mon Mar 28 2011,7:00 pm,Washington Wizards,100,Utah Jazz,95,Box Score,OT,19724,
Tue Mar 29 2011,7:00 pm,Miami Heat,90,Cleveland Cavaliers,102,Box Score,,20562,
Tue Mar 29 2011,7:00 pm,Houston Rockets,112,New Jersey Nets,87,Box Score,,13866,
Tue Mar 29 2011,7:00 pm,Golden State Warriors,114,Oklahoma City Thunder,115,Box Score,OT,18203,
Tue Mar 29 2011,7:00 pm,Phoenix Suns,113,Sacramento Kings,116,Box Score,,13774,
Wed Mar 30 2011,7:00 pm,Orlando Magic,82,Atlanta Hawks,85,Box Score,,15114,
Wed Mar 30 2011,7:00 pm,Cleveland Cavaliers,97,Charlotte Bobcats,98,Box Score,,12584,
Wed Mar 30 2011,7:00 pm,Sacramento Kings,90,Denver Nuggets,104,Box Score,,17955,
Wed Mar 30 2011,7:00 pm,Detroit Pistons,101,Indiana Pacers,111,Box Score,,9390,
Wed Mar 30 2011,7:30 pm,Dallas Mavericks,106,Los Angeles Clippers,100,Box Score,,19060,
Wed Mar 30 2011,7:00 pm,Golden State Warriors,91,Memphis Grizzlies,110,Box Score,,13815,
Wed Mar 30 2011,7:00 pm,Chicago Bulls,108,Minnesota Timberwolves,91,Box Score,,19207,
Wed Mar 30 2011,7:00 pm,Portland Trail Blazers,91,New Orleans Hornets,95,Box Score,,12575,
Wed Mar 30 2011,7:30 pm,New Jersey Nets,116,New York Knicks,120,Box Score,,19763,
Wed Mar 30 2011,7:00 pm,Houston Rockets,97,Philadelphia 76ers,108,Box Score,,16635,
Wed Mar 30 2011,7:00 pm,Oklahoma City Thunder,116,Phoenix Suns,98,Box Score,,18033,
Wed Mar 30 2011,7:00 pm,Milwaukee Bucks,104,Toronto Raptors,98,Box Score,,15906,
Wed Mar 30 2011,7:00 pm,Miami Heat,123,Washington Wizards,107,Box Score,,18916,
Thu Mar 31 2011,7:30 pm,Dallas Mavericks,82,Los Angeles Lakers,110,Box Score,,18997,
Thu Mar 31 2011,7:00 pm,Boston Celtics,107,San Antonio Spurs,97,Box Score,,18583,
Fri Apr 1 2011,8:00 pm,Boston Celtics,83,Atlanta Hawks,88,Box Score,,19763,
Fri Apr 1 2011,7:30 pm,Chicago Bulls,101,Detroit Pistons,96,Box Score,,22076,
Fri Apr 1 2011,7:30 pm,San Antonio Spurs,114,Houston Rockets,119,Box Score,OT,18059,
Fri Apr 1 2011,7:00 pm,Milwaukee Bucks,88,Indiana Pacers,89,Box Score,,11177,
Fri Apr 1 2011,7:00 pm,Miami Heat,111,Minnesota Timberwolves,92,Box Score,,19096,
Fri Apr 1 2011,7:00 pm,Memphis Grizzlies,93,New Orleans Hornets,81,Box Score,,16561,
Fri Apr 1 2011,7:00 pm,Charlotte Bobcats,77,Orlando Magic,89,Box Score,,18969,
Fri Apr 1 2011,7:00 pm,New Jersey Nets,90,Philadelphia 76ers,115,Box Score,,16695,
Fri Apr 1 2011,7:00 pm,Los Angeles Clippers,98,Phoenix Suns,111,Box Score,,18422,
Fri Apr 1 2011,7:00 pm,Oklahoma City Thunder,91,Portland Trail Blazers,98,Box Score,,20709,
Fri Apr 1 2011,7:00 pm,Denver Nuggets,99,Sacramento Kings,90,Box Score,,15871,
Fri Apr 1 2011,8:30 pm,Los Angeles Lakers,96,Utah Jazz,85,Box Score,,19911,
Fri Apr 1 2011,7:00 pm,Cleveland Cavaliers,107,Washington Wizards,115,Box Score,,17427,
Sat Apr 2 2011,7:00 pm,Toronto Raptors,106,Chicago Bulls,113,Box Score,,22228,
Sat Apr 2 2011,7:30 pm,Dallas Mavericks,92,Golden State Warriors,99,Box Score,,18128,
Sat Apr 2 2011,7:30 pm,Oklahoma City Thunder,92,Los Angeles Clippers,98,Box Score,,19060,
Sat Apr 2 2011,7:00 pm,Minnesota Timberwolves,89,Memphis Grizzlies,106,Box Score,,15327,
Sat Apr 2 2011,7:30 pm,Philadelphia 76ers,87,Milwaukee Bucks,93,Box Score,OT,17079,
Sun Apr 3 2011,6:00 pm,Detroit Pistons,90,Boston Celtics,101,Box Score,,18624,
Sun Apr 3 2011,6:00 pm,Washington Wizards,97,Charlotte Bobcats,91,Box Score,,16444,
Sun Apr 3 2011,6:00 pm,Atlanta Hawks,109,Houston Rockets,114,Box Score,,15993,
Sun Apr 3 2011,12:30 pm,Denver Nuggets,95,Los Angeles Lakers,90,Box Score,,18997,
Sun Apr 3 2011,6:00 pm,Miami Heat,108,New Jersey Nets,94,Box Score,,18711,
Sun Apr 3 2011,6:00 pm,Indiana Pacers,96,New Orleans Hornets,108,Box Score,,13898,
Sun Apr 3 2011,6:00 pm,Cleveland Cavaliers,107,New York Knicks,123,Box Score,,19763,
Sun Apr 3 2011,6:00 pm,Dallas Mavericks,96,Portland Trail Blazers,104,Box Score,,20534,
Sun Apr 3 2011,3:00 pm,Utah Jazz,97,Sacramento Kings,106,Box Score,,17215,
Sun Apr 3 2011,12:00 pm,Phoenix Suns,97,San Antonio Spurs,114,Box Score,,18581,
Sun Apr 3 2011,6:00 pm,Orlando Magic,98,Toronto Raptors,102,Box Score,,19800,
Tue Apr 5 2011,7:00 pm,San Antonio Spurs,97,Atlanta Hawks,90,Box Score,,17277,
Tue Apr 5 2011,7:30 pm,Philadelphia 76ers,82,Boston Celtics,99,Box Score,,18624,
Tue Apr 5 2011,7:00 pm,Phoenix Suns,94,Chicago Bulls,97,Box Score,,21873,
Tue Apr 5 2011,7:00 pm,Charlotte Bobcats,89,Cleveland Cavaliers,99,Box Score,,19835,
Tue Apr 5 2011,7:00 pm,Oklahoma City Thunder,101,Denver Nuggets,94,Box Score,,18203,
Tue Apr 5 2011,7:30 pm,Sacramento Kings,104,Houston Rockets,101,Box Score,,15523,
Tue Apr 5 2011,7:30 pm,Utah Jazz,86,Los Angeles Lakers,85,Box Score,,18997,
Tue Apr 5 2011,7:00 pm,Los Angeles Clippers,82,Memphis Grizzlies,81,Box Score,,15433,
Tue Apr 5 2011,7:00 pm,Minnesota Timberwolves,105,New Jersey Nets,107,Box Score,,13461,
Tue Apr 5 2011,7:30 pm,Toronto Raptors,118,New York Knicks,131,Box Score,,19763,
Tue Apr 5 2011,7:00 pm,Milwaukee Bucks,72,Orlando Magic,78,Box Score,,18996,
Tue Apr 5 2011,7:00 pm,Golden State Warriors,108,Portland Trail Blazers,87,Box Score,,20551,
Tue Apr 5 2011,7:00 pm,Detroit Pistons,105,Washington Wizards,107,Box Score,,18131,
Wed Apr 6 2011,7:00 pm,Orlando Magic,111,Charlotte Bobcats,102,Box Score,OT,16234,
Wed Apr 6 2011,7:30 pm,Denver Nuggets,104,Dallas Mavericks,96,Box Score,,20364,
Wed Apr 6 2011,7:30 pm,New Jersey Nets,109,Detroit Pistons,116,Box Score,,14554,
Wed Apr 6 2011,7:30 pm,Los Angeles Lakers,87,Golden State Warriors,95,Box Score,,20024,
Wed Apr 6 2011,7:00 pm,Washington Wizards,112,Indiana Pacers,136,Box Score,,14222,
Wed Apr 6 2011,8:00 pm,Milwaukee Bucks,90,Miami Heat,85,Box Score,,20017,
Wed Apr 6 2011,7:00 pm,Phoenix Suns,108,Minnesota Timberwolves,98,Box Score,,16113,
Wed Apr 6 2011,7:00 pm,Houston Rockets,93,New Orleans Hornets,101,Box Score,,12728,
Wed Apr 6 2011,7:00 pm,Los Angeles Clippers,108,Oklahoma City Thunder,112,Box Score,,18203,
Wed Apr 6 2011,7:00 pm,New York Knicks,97,Philadelphia 76ers,92,Box Score,,18375,
Wed Apr 6 2011,7:30 pm,Sacramento Kings,92,San Antonio Spurs,124,Box Score,,18590,
Wed Apr 6 2011,7:00 pm,Cleveland Cavaliers,104,Toronto Raptors,96,Box Score,,14886,
Thu Apr 7 2011,7:00 pm,Boston Celtics,81,Chicago Bulls,97,Box Score,,23067,
Thu Apr 7 2011,8:30 pm,Portland Trail Blazers,98,Utah Jazz,87,Box Score,,18831,
Fri Apr 8 2011,7:30 pm,Washington Wizards,88,Boston Celtics,104,Box Score,,18624,
Fri Apr 8 2011,7:30 pm,Chicago Bulls,93,Cleveland Cavaliers,82,Box Score,,20562,
Fri Apr 8 2011,7:30 pm,Los Angeles Clippers,96,Dallas Mavericks,107,Box Score,,20382,
Fri Apr 8 2011,7:30 pm,Milwaukee Bucks,100,Detroit Pistons,110,Box Score,,16266,
Fri Apr 8 2011,7:00 pm,Atlanta Hawks,102,Indiana Pacers,114,Box Score,,15879,
Fri Apr 8 2011,7:00 pm,Sacramento Kings,96,Memphis Grizzlies,101,Box Score,,16517,
Fri Apr 8 2011,7:30 pm,Charlotte Bobcats,103,Miami Heat,112,Box Score,,19897,
Fri Apr 8 2011,7:00 pm,New York Knicks,116,New Jersey Nets,93,Box Score,,18023,
Fri Apr 8 2011,7:00 pm,Phoenix Suns,97,New Orleans Hornets,109,Box Score,,14950,
Fri Apr 8 2011,7:00 pm,Denver Nuggets,89,Oklahoma City Thunder,104,Box Score,,18203,
Fri Apr 8 2011,7:00 pm,Toronto Raptors,93,Philadelphia 76ers,98,Box Score,,16362,
Fri Apr 8 2011,7:00 pm,Los Angeles Lakers,86,Portland Trail Blazers,93,Box Score,,20697,
Sat Apr 9 2011,7:00 pm,Minnesota Timberwolves,106,Denver Nuggets,130,Box Score,,19155,
Sat Apr 9 2011,7:30 pm,Los Angeles Clippers,78,Houston Rockets,99,Box Score,,18089,
Sat Apr 9 2011,7:30 pm,Cleveland Cavaliers,101,Milwaukee Bucks,108,Box Score,,18717,
Sat Apr 9 2011,7:30 pm,Utah Jazz,102,San Antonio Spurs,111,Box Score,,18802,
Sat Apr 9 2011,7:00 pm,Atlanta Hawks,83,Washington Wizards,115,Box Score,,19771,
Sun Apr 10 2011,6:00 pm,Detroit Pistons,112,Charlotte Bobcats,101,Box Score,,16234,
Sun Apr 10 2011,6:30 pm,Phoenix Suns,90,Dallas Mavericks,115,Box Score,,20355,
Sun Apr 10 2011,6:00 pm,Sacramento Kings,104,Golden State Warriors,103,Box Score,,19596,
Sun Apr 10 2011,7:00 pm,New York Knicks,110,Indiana Pacers,109,Box Score,,13542,
Sun Apr 10 2011,6:30 pm,Oklahoma City Thunder,120,Los Angeles Lakers,106,Box Score,,18997,
Sun Apr 10 2011,5:00 pm,New Orleans Hornets,89,Memphis Grizzlies,111,Box Score,,17041,
Sun Apr 10 2011,3:30 pm,Boston Celtics,77,Miami Heat,100,Box Score,,19766,
Sun Apr 10 2011,1:00 pm,Chicago Bulls,102,Orlando Magic,99,Box Score,,19181,
Sun Apr 10 2011,6:00 pm,New Jersey Nets,92,Toronto Raptors,99,Box Score,,17755,
Mon Apr 11 2011,7:00 pm,Miami Heat,98,Atlanta Hawks,90,Box Score,,18529,
Mon Apr 11 2011,7:00 pm,Golden State Warriors,111,Denver Nuggets,134,Box Score,,19155,
Mon Apr 11 2011,7:30 pm,Cleveland Cavaliers,110,Detroit Pistons,101,Box Score,,15589,
Mon Apr 11 2011,7:30 pm,Dallas Mavericks,98,Houston Rockets,91,Box Score,OT,14898,
Mon Apr 11 2011,7:00 pm,Toronto Raptors,86,Milwaukee Bucks,93,Box Score,,13279,
Mon Apr 11 2011,7:00 pm,Charlotte Bobcats,105,New Jersey Nets,103,Box Score,,13853,
Mon Apr 11 2011,7:00 pm,Utah Jazz,90,New Orleans Hornets,78,Box Score,,12558,
Mon Apr 11 2011,7:00 pm,Orlando Magic,95,Philadelphia 76ers,85,Box Score,,19139,
Mon Apr 11 2011,7:00 pm,Minnesota Timberwolves,127,Phoenix Suns,135,Box Score,OT,17485,
Mon Apr 11 2011,7:00 pm,Oklahoma City Thunder,120,Sacramento Kings,112,Box Score,,15683,
Mon Apr 11 2011,7:00 pm,Boston Celtics,94,Washington Wizards,95,Box Score,OT,17787,
Tue Apr 12 2011,7:30 pm,San Antonio Spurs,93,Los Angeles Lakers,102,Box Score,,18997,
Tue Apr 12 2011,8:00 pm,Chicago Bulls,103,New York Knicks,90,Box Score,,19763,
Tue Apr 12 2011,7:00 pm,Memphis Grizzlies,89,Portland Trail Blazers,102,Box Score,,20662,
Wed Apr 13 2011,8:00 pm,New York Knicks,102,Boston Celtics,112,Box Score,,18624,
Wed Apr 13 2011,8:00 pm,Atlanta Hawks,85,Charlotte Bobcats,96,Box Score,,16138,
Wed Apr 13 2011,7:00 pm,New Jersey Nets,92,Chicago Bulls,97,Box Score,,22420,
Wed Apr 13 2011,8:00 pm,Washington Wizards,93,Cleveland Cavaliers,100,Box Score,,20562,
Wed Apr 13 2011,7:00 pm,New Orleans Hornets,89,Dallas Mavericks,121,Box Score,,20366,
Wed Apr 13 2011,7:30 pm,Portland Trail Blazers,86,Golden State Warriors,110,Box Score,,19596,
Wed Apr 13 2011,7:30 pm,Memphis Grizzlies,103,Los Angeles Clippers,110,Box Score,,19060,
Wed Apr 13 2011,7:00 pm,Houston Rockets,121,Minnesota Timberwolves,102,Box Score,,17101,
Wed Apr 13 2011,7:00 pm,Milwaukee Bucks,110,Oklahoma City Thunder,106,Box Score,OT,18203,
Wed Apr 13 2011,8:00 pm,Indiana Pacers,74,Orlando Magic,92,Box Score,,19169,
Wed Apr 13 2011,8:00 pm,Detroit Pistons,104,Philadelphia 76ers,100,Box Score,,13760,
Wed Apr 13 2011,7:30 pm,San Antonio Spurs,103,Phoenix Suns,106,Box Score,,18195,
Wed Apr 13 2011,7:30 pm,Los Angeles Lakers,116,Sacramento Kings,108,Box Score,OT,17641,
Wed Apr 13 2011,8:00 pm,Miami Heat,97,Toronto Raptors,79,Box Score,,20108,
Wed Apr 13 2011,6:00 pm,Denver Nuggets,103,Utah Jazz,107,Box Score,,19051,
Sat Apr 16 2011,12:00 pm,Indiana Pacers,99,Chicago Bulls,104,Box Score,,22986,
Sat Apr 16 2011,8:30 pm,Portland Trail Blazers,81,Dallas Mavericks,89,Box Score,,20541,
Sat Apr 16 2011,3:30 pm,Philadelphia 76ers,89,Miami Heat,97,Box Score,,19600,
Sat Apr 16 2011,7:00 pm,Atlanta Hawks,103,Orlando Magic,93,Box Score,,19108,
Sun Apr 17 2011,7:00 pm,New York Knicks,85,Boston Celtics,87,Box Score,,18624,
Sun Apr 17 2011,12:30 pm,New Orleans Hornets,109,Los Angeles Lakers,100,Box Score,,18997,
Sun Apr 17 2011,8:30 pm,Denver Nuggets,103,Oklahoma City Thunder,107,Box Score,,18203,
Sun Apr 17 2011,12:00 pm,Memphis Grizzlies,101,San Antonio Spurs,98,Box Score,,18581,
Mon Apr 18 2011,8:30 pm,Indiana Pacers,90,Chicago Bulls,96,Box Score,,22480,
Mon Apr 18 2011,7:00 pm,Philadelphia 76ers,73,Miami Heat,94,Box Score,,20204,
Tue Apr 19 2011,7:00 pm,New York Knicks,93,Boston Celtics,96,Box Score,,18624,
Tue Apr 19 2011,8:30 pm,Portland Trail Blazers,89,Dallas Mavericks,101,Box Score,,20620,
Tue Apr 19 2011,7:30 pm,Atlanta Hawks,82,Orlando Magic,88,Box Score,,19160,
Wed Apr 20 2011,7:30 pm,New Orleans Hornets,78,Los Angeles Lakers,87,Box Score,,18997,
Wed Apr 20 2011,7:00 pm,Denver Nuggets,89,Oklahoma City Thunder,106,Box Score,,18203,
Wed Apr 20 2011,7:30 pm,Memphis Grizzlies,87,San Antonio Spurs,93,Box Score,,18760,
Thu Apr 21 2011,7:00 pm,Chicago Bulls,88,Indiana Pacers,84,Box Score,,18165,
Thu Apr 21 2011,8:00 pm,Miami Heat,100,Philadelphia 76ers,94,Box Score,,20404,
Thu Apr 21 2011,7:30 pm,Dallas Mavericks,92,Portland Trail Blazers,97,Box Score,,20217,
Fri Apr 22 2011,8:00 pm,Orlando Magic,84,Atlanta Hawks,88,Box Score,,19865,
Fri Apr 22 2011,8:30 pm,Los Angeles Lakers,100,New Orleans Hornets,86,Box Score,,18340,
Fri Apr 22 2011,7:00 pm,Boston Celtics,113,New York Knicks,96,Box Score,,19763,
Sat Apr 23 2011,8:00 pm,Oklahoma City Thunder,97,Denver Nuggets,94,Box Score,,19958,
Sat Apr 23 2011,2:30 pm,Chicago Bulls,84,Indiana Pacers,89,Box Score,,18165,
Sat Apr 23 2011,6:30 pm,San Antonio Spurs,88,Memphis Grizzlies,91,Box Score,,18119,
Sat Apr 23 2011,2:00 pm,Dallas Mavericks,82,Portland Trail Blazers,84,Box Score,,20357,
Sun Apr 24 2011,7:00 pm,Orlando Magic,85,Atlanta Hawks,88,Box Score,,19490,
Sun Apr 24 2011,8:30 pm,Los Angeles Lakers,88,New Orleans Hornets,93,Box Score,,18083,
Sun Apr 24 2011,3:30 pm,Boston Celtics,101,New York Knicks,89,Box Score,,19763,
Sun Apr 24 2011,1:00 pm,Miami Heat,82,Philadelphia 76ers,86,Box Score,,19048,
Mon Apr 25 2011,7:30 pm,Portland Trail Blazers,82,Dallas Mavericks,93,Box Score,,20837,
Mon Apr 25 2011,8:30 pm,Oklahoma City Thunder,101,Denver Nuggets,104,Box Score,,19155,
Mon Apr 25 2011,7:00 pm,San Antonio Spurs,86,Memphis Grizzlies,104,Box Score,,18119,
Tue Apr 26 2011,7:00 pm,Indiana Pacers,89,Chicago Bulls,116,Box Score,,22822,
Tue Apr 26 2011,7:30 pm,New Orleans Hornets,90,Los Angeles Lakers,106,Box Score,,18997,
Tue Apr 26 2011,7:30 pm,Atlanta Hawks,76,Orlando Magic,101,Box Score,,19091,
Wed Apr 27 2011,7:00 pm,Philadelphia 76ers,91,Miami Heat,97,Box Score,,19896,
Wed Apr 27 2011,8:30 pm,Denver Nuggets,97,Oklahoma City Thunder,100,Box Score,,18203,
Wed Apr 27 2011,7:30 pm,Memphis Grizzlies,103,San Antonio Spurs,110,Box Score,OT,18581,
Thu Apr 28 2011,7:30 pm,Orlando Magic,81,Atlanta Hawks,84,Box Score,,19282,
Thu Apr 28 2011,7:00 pm,Los Angeles Lakers,98,New Orleans Hornets,80,Box Score,,17949,
Thu Apr 28 2011,7:30 pm,Dallas Mavericks,103,Portland Trail Blazers,96,Box Score,,20494,
Fri Apr 29 2011,8:00 pm,San Antonio Spurs,91,Memphis Grizzlies,99,Box Score,,18119,
Sun May 1 2011,3:30 pm,Boston Celtics,90,Miami Heat,99,Box Score,,20021,
Sun May 1 2011,12:00 pm,Memphis Grizzlies,114,Oklahoma City Thunder,101,Box Score,,18203,
Mon May 2 2011,7:00 pm,Atlanta Hawks,103,Chicago Bulls,95,Box Score,,22890,
Mon May 2 2011,7:30 pm,Dallas Mavericks,96,Los Angeles Lakers,94,Box Score,,18997,
Tue May 3 2011,7:00 pm,Boston Celtics,91,Miami Heat,102,Box Score,,20104,
Tue May 3 2011,8:30 pm,Memphis Grizzlies,102,Oklahoma City Thunder,111,Box Score,,18203,
Wed May 4 2011,7:00 pm,Atlanta Hawks,73,Chicago Bulls,86,Box Score,,22872,
Wed May 4 2011,7:30 pm,Dallas Mavericks,93,Los Angeles Lakers,81,Box Score,,18997,
Fri May 6 2011,7:00 pm,Chicago Bulls,99,Atlanta Hawks,82,Box Score,,19521,
Fri May 6 2011,8:30 pm,Los Angeles Lakers,92,Dallas Mavericks,98,Box Score,,21156,
Sat May 7 2011,8:00 pm,Miami Heat,81,Boston Celtics,97,Box Score,,18624,
Sat May 7 2011,4:00 pm,Oklahoma City Thunder,93,Memphis Grizzlies,101,Box Score,OT,18119,
Sun May 8 2011,8:00 pm,Chicago Bulls,88,Atlanta Hawks,100,Box Score,,19263,
Sun May 8 2011,2:30 pm,Los Angeles Lakers,86,Dallas Mavericks,122,Box Score,,21087,
Mon May 9 2011,7:00 pm,Miami Heat,98,Boston Celtics,90,Box Score,OT,18624,
Mon May 9 2011,8:30 pm,Oklahoma City Thunder,133,Memphis Grizzlies,123,Box Score,3OT,18119,
Tue May 10 2011,7:00 pm,Atlanta Hawks,83,Chicago Bulls,95,Box Score,,22980,
Wed May 11 2011,7:00 pm,Boston Celtics,87,Miami Heat,97,Box Score,,20208,
Wed May 11 2011,8:30 pm,Memphis Grizzlies,72,Oklahoma City Thunder,99,Box Score,,18203,
Thu May 12 2011,8:00 pm,Chicago Bulls,93,Atlanta Hawks,73,Box Score,,19378,
Fri May 13 2011,8:00 pm,Oklahoma City Thunder,83,Memphis Grizzlies,95,Box Score,,18119,
Sun May 15 2011,7:00 pm,Miami Heat,82,Chicago Bulls,103,Box Score,,22874,
Sun May 15 2011,2:30 pm,Memphis Grizzlies,90,Oklahoma City Thunder,105,Box Score,,18203,
Tue May 17 2011,8:00 pm,Oklahoma City Thunder,112,Dallas Mavericks,121,Box Score,,20911,
Wed May 18 2011,7:30 pm,Miami Heat,85,Chicago Bulls,75,Box Score,,23007,
Thu May 19 2011,8:00 pm,Oklahoma City Thunder,106,Dallas Mavericks,100,Box Score,,21051,
Sat May 21 2011,8:00 pm,Dallas Mavericks,93,Oklahoma City Thunder,87,Box Score,,18203,
Sun May 22 2011,8:30 pm,Chicago Bulls,85,Miami Heat,96,Box Score,,20123,
Mon May 23 2011,8:00 pm,Dallas Mavericks,112,Oklahoma City Thunder,105,Box Score,OT,18203,
Tue May 24 2011,8:30 pm,Chicago Bulls,93,Miami Heat,101,Box Score,OT,20125,
Wed May 25 2011,8:00 pm,Oklahoma City Thunder,96,Dallas Mavericks,100,Box Score,,21092,
Thu May 26 2011,7:30 pm,Miami Heat,83,Chicago Bulls,80,Box Score,,23057,
Tue May 31 2011,9:00 pm,Dallas Mavericks,84,Miami Heat,92,Box Score,,20003,
Thu Jun 2 2011,9:00 pm,Dallas Mavericks,95,Miami Heat,93,Box Score,,20003,
Sun Jun 5 2011,7:00 pm,Miami Heat,88,Dallas Mavericks,86,Box Score,,20340,
Tue Jun 7 2011,8:00 pm,Miami Heat,83,Dallas Mavericks,86,Box Score,,20430,
Thu Jun 9 2011,8:00 pm,Miami Heat,103,Dallas Mavericks,112,Box Score,,20433,
Sun Jun 12 2011,8:00 pm,Dallas Mavericks,105,Miami Heat,95,Box Score,,20003,
