Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1.0,Denver Nuggets,66,243.0,39.0,81.9,0.47600000000000003,6.6,19.9,0.332,32.4,62.0,0.522,19.6,26.7,0.735,11.2,31.9,43.1,24.0,8.2,5.0,15.4,19.7,104.1
2.0,San Antonio Spurs,66,241.5,39.6,82.8,0.478,8.4,21.3,0.39299999999999996,31.2,61.5,0.507,16.2,21.6,0.748,10.3,32.6,43.0,23.2,7.4,4.4,13.6,17.3,103.7
3.0,Oklahoma City Thunder,66,242.3,37.3,79.2,0.47100000000000003,7.2,20.0,0.358,30.2,59.3,0.509,21.3,26.4,0.8059999999999999,11.0,32.7,43.7,18.5,7.5,8.2,16.3,20.5,103.1
4.0,Utah Jazz,66,244.9,38.2,83.8,0.456,4.1,12.8,0.32299999999999995,34.1,71.0,0.48,19.1,25.3,0.754,13.0,31.1,44.2,21.8,8.3,5.8,14.2,21.8,99.7
5.0,Milwaukee Bucks,66,240.4,37.9,85.6,0.44299999999999995,6.6,19.2,0.345,31.3,66.5,0.47100000000000003,16.6,21.4,0.774,12.4,30.0,42.5,23.5,8.3,5.1,14.1,19.3,99.0
6.0,Sacramento Kings,66,241.1,37.7,86.5,0.436,6.2,19.7,0.316,31.5,66.8,0.47100000000000003,17.1,23.2,0.736,13.4,29.5,42.9,19.3,8.5,4.9,14.4,19.5,98.8
7.0,Miami Heat,66,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5
8.0,Phoenix Suns,66,240.0,37.8,82.5,0.45799999999999996,6.7,19.6,0.34299999999999997,31.1,62.9,0.494,16.0,21.2,0.757,10.9,30.8,41.7,22.5,6.5,5.5,14.1,18.7,98.4
9.0,Houston Rockets,66,243.4,37.7,84.0,0.449,7.2,20.2,0.359,30.5,63.8,0.47700000000000004,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1
10.0,Minnesota Timberwolves,66,241.5,35.7,82.3,0.433,7.2,21.6,0.332,28.5,60.8,0.469,19.4,25.2,0.7709999999999999,12.1,31.7,43.7,19.5,6.6,4.4,15.2,18.4,97.9
