Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Tue Apr 3 2012,7:00 pm,Charlotte Bobcats,87,Toronto Raptors,92,Box Score,,14640,
Wed Apr 4 2012,7:30 pm,Charlotte Bobcats,93,Atlanta Hawks,120,Box Score,,13046,
Wed Apr 4 2012,7:30 pm,San Antonio Spurs,87,Boston Celtics,86,Box Score,,18624,
Wed Apr 4 2012,7:30 pm,Memphis Grizzlies,85,Dallas Mavericks,95,Box Score,,20233,
Wed Apr 4 2012,7:30 pm,Los Angeles Lakers,113,Los Angeles Clippers,108,Box Score,,19819,
Wed Apr 4 2012,8:00 pm,Oklahoma City Thunder,93,Miami Heat,98,Box Score,,20104,
Wed Apr 4 2012,7:00 pm,Cleveland Cavaliers,98,Milwaukee Bucks,107,Box Score,,11849,
Wed Apr 4 2012,7:00 pm,Golden State Warriors,97,Minnesota Timberwolves,94,Box Score,,17161,
Wed Apr 4 2012,7:00 pm,Denver Nuggets,92,New Orleans Hornets,94,Box Score,,15020,
Wed Apr 4 2012,7:00 pm,Toronto Raptors,99,Philadelphia 76ers,78,Box Score,,18186,
Wed Apr 4 2012,7:00 pm,New Jersey Nets,88,Portland Trail Blazers,101,Box Score,,20464,
Wed Apr 4 2012,7:00 pm,Phoenix Suns,107,Utah Jazz,105,Box Score,,19911,
Wed Apr 4 2012,7:00 pm,Indiana Pacers,109,Washington Wizards,96,Box Score,,14561,
Thu Apr 5 2012,8:30 pm,Boston Celtics,86,Chicago Bulls,93,Box Score,,22423,
Thu Apr 5 2012,7:30 pm,Washington Wizards,94,Detroit Pistons,99,Box Score,,12681,
Thu Apr 5 2012,7:00 pm,New York Knicks,96,Orlando Magic,80,Box Score,,19098,
Thu Apr 5 2012,7:00 pm,Los Angeles Clippers,93,Sacramento Kings,85,Box Score,,14411,
Fri Apr 6 2012,7:30 pm,Detroit Pistons,96,Atlanta Hawks,101,Box Score,,15143,
Fri Apr 6 2012,7:30 pm,Portland Trail Blazers,99,Dallas Mavericks,97,Box Score,OT,20544,
Fri Apr 6 2012,7:00 pm,Phoenix Suns,99,Denver Nuggets,105,Box Score,,19155,
Fri Apr 6 2012,7:00 pm,Oklahoma City Thunder,98,Indiana Pacers,103,Box Score,,18165,
Fri Apr 6 2012,7:30 pm,Houston Rockets,112,Los Angeles Lakers,107,Box Score,,18997,
Fri Apr 6 2012,7:30 pm,Memphis Grizzlies,97,Miami Heat,82,Box Score,,20008,
Fri Apr 6 2012,7:30 pm,Charlotte Bobcats,90,Milwaukee Bucks,95,Box Score,,13374,
Fri Apr 6 2012,7:30 pm,Washington Wizards,98,New Jersey Nets,110,Box Score,,12783,
Fri Apr 6 2012,7:30 pm,New Orleans Hornets,103,San Antonio Spurs,128,Box Score,,18581,
Fri Apr 6 2012,7:30 pm,Cleveland Cavaliers,84,Toronto Raptors,80,Box Score,,16565,
Fri Apr 6 2012,7:00 pm,Golden State Warriors,98,Utah Jazz,104,Box Score,,18933,
Sat Apr 7 2012,8:00 pm,Atlanta Hawks,116,Charlotte Bobcats,96,Box Score,,14715,
Sat Apr 7 2012,7:30 pm,Denver Nuggets,97,Golden State Warriors,112,Box Score,,18942,
Sat Apr 7 2012,7:00 pm,Boston Celtics,86,Indiana Pacers,72,Box Score,,16892,
Sat Apr 7 2012,7:30 pm,Sacramento Kings,94,Los Angeles Clippers,109,Box Score,,19060,
Sat Apr 7 2012,7:00 pm,Dallas Mavericks,89,Memphis Grizzlies,94,Box Score,,18119,
Sat Apr 7 2012,7:30 pm,Portland Trail Blazers,94,Milwaukee Bucks,116,Box Score,,14969,
Sat Apr 7 2012,7:00 pm,Minnesota Timberwolves,90,New Orleans Hornets,99,Box Score,,15520,
Sat Apr 7 2012,8:00 pm,Orlando Magic,88,Philadelphia 76ers,82,Box Score,,19775,
Sat Apr 7 2012,7:00 pm,Los Angeles Lakers,105,Phoenix Suns,125,Box Score,,18237,
Sun Apr 8 2012,6:00 pm,Philadelphia 76ers,79,Boston Celtics,103,Box Score,,18624,
Sun Apr 8 2012,6:00 pm,Detroit Pistons,75,Miami Heat,98,Box Score,,20017,
Sun Apr 8 2012,6:00 pm,Cleveland Cavaliers,117,New Jersey Nets,122,Box Score,OT,11341,
Sun Apr 8 2012,1:00 pm,Chicago Bulls,99,New York Knicks,100,Box Score,OT,19763,
Sun Apr 8 2012,6:00 pm,Toronto Raptors,75,Oklahoma City Thunder,91,Box Score,,18203,
Sun Apr 8 2012,6:00 pm,Houston Rockets,104,Sacramento Kings,87,Box Score,,13299,
Sun Apr 8 2012,6:00 pm,Utah Jazz,104,San Antonio Spurs,114,Box Score,,18581,
Mon Apr 9 2012,7:00 pm,Washington Wizards,113,Charlotte Bobcats,85,Box Score,,10303,
Mon Apr 9 2012,7:00 pm,Golden State Warriors,84,Denver Nuggets,123,Box Score,,15530,
Mon Apr 9 2012,7:00 pm,Toronto Raptors,98,Indiana Pacers,103,Box Score,,11021,
Mon Apr 9 2012,7:00 pm,Los Angeles Clippers,85,Memphis Grizzlies,94,Box Score,,17219,
Mon Apr 9 2012,7:00 pm,Oklahoma City Thunder,109,Milwaukee Bucks,89,Box Score,,14111,
Mon Apr 9 2012,8:00 pm,Phoenix Suns,114,Minnesota Timberwolves,90,Box Score,,17274,
Mon Apr 9 2012,7:00 pm,Los Angeles Lakers,93,New Orleans Hornets,91,Box Score,,17275,
Mon Apr 9 2012,7:00 pm,Detroit Pistons,89,Orlando Magic,119,Box Score,,18998,
Mon Apr 9 2012,7:00 pm,Houston Rockets,94,Portland Trail Blazers,89,Box Score,,20487,
Mon Apr 9 2012,7:00 pm,San Antonio Spurs,84,Utah Jazz,91,Box Score,,19911,
Tue Apr 10 2012,8:30 pm,New York Knicks,86,Chicago Bulls,98,Box Score,,22131,
Tue Apr 10 2012,7:00 pm,Charlotte Bobcats,90,Cleveland Cavaliers,103,Box Score,,13576,
Tue Apr 10 2012,7:30 pm,Sacramento Kings,100,Dallas Mavericks,110,Box Score,,20241,
Tue Apr 10 2012,7:00 pm,Boston Celtics,115,Miami Heat,107,Box Score,,19954,
Tue Apr 10 2012,7:30 pm,Philadelphia 76ers,107,New Jersey Nets,88,Box Score,,15376,
Tue Apr 10 2012,7:00 pm,Orlando Magic,85,Washington Wizards,93,Box Score,,15355,
Wed Apr 11 2012,8:00 pm,Atlanta Hawks,86,Boston Celtics,88,Box Score,OT,18624,
Wed Apr 11 2012,7:00 pm,Indiana Pacers,104,Cleveland Cavaliers,98,Box Score,OT,14307,
Wed Apr 11 2012,7:00 pm,Minnesota Timberwolves,107,Denver Nuggets,113,Box Score,,15823,
Wed Apr 11 2012,7:00 pm,Utah Jazz,103,Houston Rockets,91,Box Score,,18273,
Wed Apr 11 2012,7:00 pm,Phoenix Suns,93,Memphis Grizzlies,104,Box Score,,15239,
Wed Apr 11 2012,7:00 pm,New York Knicks,111,Milwaukee Bucks,107,Box Score,,15534,
Wed Apr 11 2012,7:00 pm,Sacramento Kings,96,New Orleans Hornets,105,Box Score,,16906,
Wed Apr 11 2012,7:00 pm,Los Angeles Clippers,100,Oklahoma City Thunder,98,Box Score,,18203,
Wed Apr 11 2012,7:30 pm,Golden State Warriors,110,Portland Trail Blazers,118,Box Score,,20502,
Wed Apr 11 2012,7:30 pm,Los Angeles Lakers,98,San Antonio Spurs,84,Box Score,,18581,
Wed Apr 11 2012,7:00 pm,Philadelphia 76ers,93,Toronto Raptors,75,Box Score,,16324,
Thu Apr 12 2012,7:00 pm,Detroit Pistons,109,Charlotte Bobcats,85,Box Score,,10828,
Thu Apr 12 2012,7:00 pm,Miami Heat,86,Chicago Bulls,96,Box Score,OT,23015,
Thu Apr 12 2012,7:30 pm,Dallas Mavericks,112,Golden State Warriors,103,Box Score,,17929,
Thu Apr 12 2012,7:00 pm,Los Angeles Clippers,95,Minnesota Timberwolves,82,Box Score,,16016,
Thu Apr 12 2012,7:30 pm,Memphis Grizzlies,97,San Antonio Spurs,107,Box Score,,18581,
Fri Apr 13 2012,8:00 pm,Milwaukee Bucks,113,Detroit Pistons,97,Box Score,,15255,
Fri Apr 13 2012,7:00 pm,Phoenix Suns,112,Houston Rockets,105,Box Score,,18223,
Fri Apr 13 2012,7:00 pm,Cleveland Cavaliers,83,Indiana Pacers,102,Box Score,,13356,
Fri Apr 13 2012,7:30 pm,Denver Nuggets,97,Los Angeles Lakers,103,Box Score,,18997,
Fri Apr 13 2012,7:30 pm,Charlotte Bobcats,82,Miami Heat,105,Box Score,,19600,
Fri Apr 13 2012,7:00 pm,Utah Jazz,85,New Orleans Hornets,96,Box Score,,16326,
Fri Apr 13 2012,7:30 pm,Washington Wizards,65,New York Knicks,103,Box Score,,19763,
Fri Apr 13 2012,7:00 pm,Sacramento Kings,89,Oklahoma City Thunder,115,Box Score,,18203,
Fri Apr 13 2012,7:00 pm,Atlanta Hawks,109,Orlando Magic,81,Box Score,,18846,
Fri Apr 13 2012,7:00 pm,New Jersey Nets,95,Philadelphia 76ers,89,Box Score,,19169,
Fri Apr 13 2012,7:30 pm,Dallas Mavericks,97,Portland Trail Blazers,94,Box Score,,20304,
Fri Apr 13 2012,7:00 pm,Boston Celtics,79,Toronto Raptors,84,Box Score,,17270,
Sat Apr 14 2012,12:30 pm,Golden State Warriors,104,Los Angeles Clippers,112,Box Score,,19060,
Sat Apr 14 2012,7:00 pm,Utah Jazz,98,Memphis Grizzlies,103,Box Score,,17190,
Sat Apr 14 2012,7:30 pm,Indiana Pacers,105,Milwaukee Bucks,99,Box Score,,15143,
Sat Apr 14 2012,7:00 pm,Oklahoma City Thunder,115,Minnesota Timberwolves,110,Box Score,,19552,
Sat Apr 14 2012,7:30 pm,Boston Celtics,94,New Jersey Nets,82,Box Score,,18711,
Sat Apr 14 2012,8:00 pm,Phoenix Suns,91,San Antonio Spurs,105,Box Score,,18581,
Sat Apr 14 2012,7:00 pm,Cleveland Cavaliers,98,Washington Wizards,89,Box Score,,17200,
Sun Apr 15 2012,6:00 pm,Toronto Raptors,102,Atlanta Hawks,86,Box Score,,13845,
Sun Apr 15 2012,6:00 pm,Boston Celtics,94,Charlotte Bobcats,82,Box Score,,15169,
Sun Apr 15 2012,6:00 pm,Orlando Magic,100,Cleveland Cavaliers,84,Box Score,,16305,
Sun Apr 15 2012,6:00 pm,Houston Rockets,86,Denver Nuggets,101,Box Score,,17954,
Sun Apr 15 2012,6:00 pm,Chicago Bulls,100,Detroit Pistons,94,Box Score,OT,17450,
Sun Apr 15 2012,12:30 pm,Dallas Mavericks,108,Los Angeles Lakers,112,Box Score,OT,18997,
Sun Apr 15 2012,6:00 pm,Memphis Grizzlies,75,New Orleans Hornets,88,Box Score,,15570,
Sun Apr 15 2012,1:00 pm,Miami Heat,93,New York Knicks,85,Box Score,,19763,
Sun Apr 15 2012,3:00 pm,Portland Trail Blazers,103,Sacramento Kings,104,Box Score,,16012,
Mon Apr 16 2012,7:00 pm,New Orleans Hornets,75,Charlotte Bobcats,67,Box Score,,10876,
Mon Apr 16 2012,7:00 pm,Washington Wizards,87,Chicago Bulls,84,Box Score,,22307,
Mon Apr 16 2012,7:30 pm,San Antonio Spurs,120,Golden State Warriors,99,Box Score,,18471,
Mon Apr 16 2012,7:00 pm,Denver Nuggets,105,Houston Rockets,102,Box Score,,15988,
Mon Apr 16 2012,7:00 pm,Minnesota Timberwolves,88,Indiana Pacers,111,Box Score,,11845,
Mon Apr 16 2012,7:30 pm,Oklahoma City Thunder,77,Los Angeles Clippers,92,Box Score,,19516,
Mon Apr 16 2012,7:30 pm,Miami Heat,101,New Jersey Nets,98,Box Score,,18711,
Mon Apr 16 2012,7:00 pm,Philadelphia 76ers,100,Orlando Magic,113,Box Score,,18846,
Mon Apr 16 2012,7:00 pm,Portland Trail Blazers,107,Phoenix Suns,125,Box Score,,15322,
Mon Apr 16 2012,7:00 pm,Atlanta Hawks,109,Toronto Raptors,87,Box Score,,15992,
Mon Apr 16 2012,7:00 pm,Dallas Mavericks,121,Utah Jazz,123,Box Score,3OT,19363,
Tue Apr 17 2012,7:30 pm,Cleveland Cavaliers,77,Detroit Pistons,116,Box Score,,11595,
Tue Apr 17 2012,7:30 pm,San Antonio Spurs,112,Los Angeles Lakers,91,Box Score,,18997,
Tue Apr 17 2012,7:00 pm,Memphis Grizzlies,91,Minnesota Timberwolves,84,Box Score,,16709,
Tue Apr 17 2012,8:00 pm,Boston Celtics,110,New York Knicks,118,Box Score,,19763,
Tue Apr 17 2012,7:00 pm,Indiana Pacers,102,Philadelphia 76ers,97,Box Score,,18969,
Wed Apr 18 2012,7:30 pm,Detroit Pistons,84,Atlanta Hawks,116,Box Score,,14392,
Wed Apr 18 2012,8:00 pm,Orlando Magic,98,Boston Celtics,102,Box Score,,18624,
Wed Apr 18 2012,7:00 pm,Chicago Bulls,100,Charlotte Bobcats,68,Box Score,,14221,
Wed Apr 18 2012,7:00 pm,Philadelphia 76ers,103,Cleveland Cavaliers,87,Box Score,,14678,
Wed Apr 18 2012,7:30 pm,Houston Rockets,110,Dallas Mavericks,117,Box Score,,20508,
Wed Apr 18 2012,7:00 pm,Los Angeles Clippers,104,Denver Nuggets,98,Box Score,,17219,
Wed Apr 18 2012,7:30 pm,Los Angeles Lakers,99,Golden State Warriors,87,Box Score,,18547,
Wed Apr 18 2012,7:00 pm,New Orleans Hornets,91,Memphis Grizzlies,103,Box Score,,14507,
Wed Apr 18 2012,7:30 pm,Toronto Raptors,72,Miami Heat,96,Box Score,,19600,
Wed Apr 18 2012,7:30 pm,New York Knicks,104,New Jersey Nets,95,Box Score,,18711,
Wed Apr 18 2012,7:00 pm,Oklahoma City Thunder,109,Phoenix Suns,97,Box Score,,14873,
Wed Apr 18 2012,7:00 pm,Utah Jazz,112,Portland Trail Blazers,91,Box Score,,20545,
Wed Apr 18 2012,7:00 pm,San Antonio Spurs,127,Sacramento Kings,102,Box Score,,16954,
Wed Apr 18 2012,7:00 pm,Milwaukee Bucks,112,Washington Wizards,121,Box Score,,14141,
Thu Apr 19 2012,7:30 pm,Minnesota Timberwolves,91,Detroit Pistons,80,Box Score,,12458,
Thu Apr 19 2012,7:00 pm,Milwaukee Bucks,109,Indiana Pacers,118,Box Score,,12453,
Thu Apr 19 2012,8:00 pm,Chicago Bulls,72,Miami Heat,83,Box Score,,20008,
Thu Apr 19 2012,7:00 pm,Houston Rockets,99,New Orleans Hornets,105,Box Score,OT,18315,
Thu Apr 19 2012,7:30 pm,Los Angeles Clippers,90,Phoenix Suns,93,Box Score,,14644,
Fri Apr 20 2012,7:00 pm,Boston Celtics,92,Atlanta Hawks,97,Box Score,,16214,
Fri Apr 20 2012,7:00 pm,Memphis Grizzlies,85,Charlotte Bobcats,80,Box Score,,13428,
Fri Apr 20 2012,7:30 pm,New York Knicks,90,Cleveland Cavaliers,98,Box Score,,19349,
Fri Apr 20 2012,7:30 pm,Golden State Warriors,94,Dallas Mavericks,104,Box Score,,20547,
Fri Apr 20 2012,7:00 pm,Oklahoma City Thunder,103,Sacramento Kings,92,Box Score,,16882,
Fri Apr 20 2012,8:30 pm,Los Angeles Lakers,97,San Antonio Spurs,121,Box Score,,18581,
Sat Apr 21 2012,7:00 pm,Dallas Mavericks,83,Chicago Bulls,93,Box Score,,22945,
Sat Apr 21 2012,7:00 pm,Golden State Warriors,96,Houston Rockets,99,Box Score,,15436,
Sat Apr 21 2012,7:00 pm,Philadelphia 76ers,109,Indiana Pacers,106,Box Score,OT,17701,
Sat Apr 21 2012,7:00 pm,Portland Trail Blazers,89,Memphis Grizzlies,93,Box Score,,17904,
Sat Apr 21 2012,7:30 pm,Washington Wizards,86,Miami Heat,84,Box Score,,19722,
Sat Apr 21 2012,7:30 pm,New Jersey Nets,95,Milwaukee Bucks,106,Box Score,,15939,
Sat Apr 21 2012,2:30 pm,Denver Nuggets,118,Phoenix Suns,107,Box Score,,15877,
Sat Apr 21 2012,8:30 pm,Orlando Magic,107,Utah Jazz,117,Box Score,OT,19580,
Sun Apr 22 2012,1:00 pm,New York Knicks,113,Atlanta Hawks,112,Box Score,,18158,
Sun Apr 22 2012,6:00 pm,Sacramento Kings,114,Charlotte Bobcats,88,Box Score,,11317,
Sun Apr 22 2012,6:00 pm,Orlando Magic,74,Denver Nuggets,101,Box Score,,19155,
Sun Apr 22 2012,6:00 pm,Toronto Raptors,73,Detroit Pistons,76,Box Score,,14370,
Sun Apr 22 2012,6:30 pm,New Orleans Hornets,98,Los Angeles Clippers,107,Box Score,,19060,
Sun Apr 22 2012,12:30 pm,Oklahoma City Thunder,106,Los Angeles Lakers,114,Box Score,2OT,18997,
Sun Apr 22 2012,6:00 pm,Houston Rockets,88,Miami Heat,97,Box Score,,19859,
Sun Apr 22 2012,6:00 pm,Golden State Warriors,93,Minnesota Timberwolves,88,Box Score,,15872,
Sun Apr 22 2012,6:00 pm,Cleveland Cavaliers,98,San Antonio Spurs,114,Box Score,,18581,
Mon Apr 23 2012,7:00 pm,Detroit Pistons,97,Indiana Pacers,103,Box Score,,13584,
Mon Apr 23 2012,7:00 pm,Cleveland Cavaliers,101,Memphis Grizzlies,109,Box Score,,15504,
Mon Apr 23 2012,7:00 pm,Toronto Raptors,86,Milwaukee Bucks,92,Box Score,,13867,
Mon Apr 23 2012,7:30 pm,Philadelphia 76ers,105,New Jersey Nets,87,Box Score,,18711,
Mon Apr 23 2012,7:30 pm,Portland Trail Blazers,89,San Antonio Spurs,124,Box Score,,18581,
Mon Apr 23 2012,7:00 pm,Charlotte Bobcats,73,Washington Wizards,101,Box Score,,17355,
Tue Apr 24 2012,7:30 pm,Los Angeles Clippers,102,Atlanta Hawks,109,Box Score,,18223,
Tue Apr 24 2012,8:00 pm,Miami Heat,66,Boston Celtics,78,Box Score,,18624,
Tue Apr 24 2012,7:30 pm,New Orleans Hornets,83,Golden State Warriors,81,Box Score,,17598,
Tue Apr 24 2012,7:00 pm,Sacramento Kings,110,Oklahoma City Thunder,118,Box Score,,18203,
Tue Apr 24 2012,8:30 pm,Phoenix Suns,88,Utah Jazz,100,Box Score,,19911,
Wed Apr 25 2012,7:00 pm,Washington Wizards,96,Cleveland Cavaliers,85,Box Score,,18086,
Wed Apr 25 2012,7:00 pm,Chicago Bulls,92,Indiana Pacers,87,Box Score,,18165,
Wed Apr 25 2012,7:00 pm,Philadelphia 76ers,90,Milwaukee Bucks,85,Box Score,,13489,
Wed Apr 25 2012,8:00 pm,Los Angeles Clippers,93,New York Knicks,99,Box Score,,19763,
Wed Apr 25 2012,7:00 pm,Denver Nuggets,106,Oklahoma City Thunder,101,Box Score,,18203,
Wed Apr 25 2012,7:00 pm,Charlotte Bobcats,95,Orlando Magic,102,Box Score,,19152,
Wed Apr 25 2012,7:30 pm,San Antonio Spurs,110,Phoenix Suns,106,Box Score,,17172,
Thu Apr 26 2012,8:00 pm,Dallas Mavericks,89,Atlanta Hawks,106,Box Score,,14595,
Thu Apr 26 2012,8:00 pm,Milwaukee Bucks,74,Boston Celtics,87,Box Score,,18624,
Thu Apr 26 2012,8:00 pm,New York Knicks,104,Charlotte Bobcats,84,Box Score,,16023,
Thu Apr 26 2012,7:00 pm,Cleveland Cavaliers,75,Chicago Bulls,107,Box Score,,22563,
Thu Apr 26 2012,8:00 pm,Philadelphia 76ers,86,Detroit Pistons,108,Box Score,,15372,
Thu Apr 26 2012,7:30 pm,San Antonio Spurs,107,Golden State Warriors,101,Box Score,,18124,
Thu Apr 26 2012,7:00 pm,New Orleans Hornets,77,Houston Rockets,84,Box Score,,16602,
Thu Apr 26 2012,7:00 pm,Orlando Magic,76,Memphis Grizzlies,88,Box Score,,17215,
Thu Apr 26 2012,7:00 pm,Denver Nuggets,131,Minnesota Timberwolves,102,Box Score,,14824,
Thu Apr 26 2012,7:30 pm,Los Angeles Lakers,96,Sacramento Kings,113,Box Score,,16281,
Thu Apr 26 2012,7:00 pm,New Jersey Nets,67,Toronto Raptors,98,Box Score,,18161,
Thu Apr 26 2012,6:00 pm,Portland Trail Blazers,94,Utah Jazz,96,Box Score,,19554,
Thu Apr 26 2012,8:00 pm,Miami Heat,70,Washington Wizards,104,Box Score,,19537,
Sat Apr 28 2012,12:00 pm,Philadelphia 76ers,91,Chicago Bulls,103,Box Score,,21943,
Sat Apr 28 2012,7:00 pm,Orlando Magic,81,Indiana Pacers,77,Box Score,,18165,
Sat Apr 28 2012,3:30 pm,New York Knicks,67,Miami Heat,100,Box Score,,19621,
Sat Apr 28 2012,8:30 pm,Dallas Mavericks,98,Oklahoma City Thunder,99,Box Score,,18203,
Sun Apr 29 2012,7:00 pm,Boston Celtics,74,Atlanta Hawks,83,Box Score,,19292,
Sun Apr 29 2012,12:30 pm,Denver Nuggets,88,Los Angeles Lakers,103,Box Score,,18997,
Sun Apr 29 2012,8:30 pm,Los Angeles Clippers,99,Memphis Grizzlies,98,Box Score,,18119,
Sun Apr 29 2012,12:00 pm,Utah Jazz,91,San Antonio Spurs,106,Box Score,,18581,
Mon Apr 30 2012,7:30 pm,Orlando Magic,78,Indiana Pacers,93,Box Score,,18165,
Mon Apr 30 2012,7:00 pm,New York Knicks,94,Miami Heat,104,Box Score,,19684,
Mon Apr 30 2012,8:30 pm,Dallas Mavericks,99,Oklahoma City Thunder,102,Box Score,,18203,
Tue May 1 2012,7:30 pm,Boston Celtics,87,Atlanta Hawks,80,Box Score,,19308,
Tue May 1 2012,7:00 pm,Philadelphia 76ers,109,Chicago Bulls,92,Box Score,,22067,
Tue May 1 2012,7:30 pm,Denver Nuggets,100,Los Angeles Lakers,104,Box Score,,18997,
Wed May 2 2012,8:30 pm,Los Angeles Clippers,98,Memphis Grizzlies,105,Box Score,,18119,
Wed May 2 2012,7:30 pm,Indiana Pacers,97,Orlando Magic,74,Box Score,,18846,
Wed May 2 2012,6:00 pm,Utah Jazz,83,San Antonio Spurs,114,Box Score,,18581,
Thu May 3 2012,8:30 pm,Oklahoma City Thunder,95,Dallas Mavericks,79,Box Score,,20640,
Thu May 3 2012,7:00 pm,Miami Heat,87,New York Knicks,70,Box Score,,19763,
Fri May 4 2012,7:30 pm,Atlanta Hawks,84,Boston Celtics,90,Box Score,OT,18624,
Fri May 4 2012,8:30 pm,Los Angeles Lakers,84,Denver Nuggets,99,Box Score,,19155,
Fri May 4 2012,8:00 pm,Chicago Bulls,74,Philadelphia 76ers,79,Box Score,,20381,
Sat May 5 2012,6:30 pm,Oklahoma City Thunder,103,Dallas Mavericks,97,Box Score,,20533,
Sat May 5 2012,1:30 pm,Memphis Grizzlies,86,Los Angeles Clippers,87,Box Score,,19060,
Sat May 5 2012,2:00 pm,Indiana Pacers,101,Orlando Magic,99,Box Score,OT,18846,
Sat May 5 2012,8:00 pm,San Antonio Spurs,102,Utah Jazz,90,Box Score,,19911,
Sun May 6 2012,7:00 pm,Atlanta Hawks,79,Boston Celtics,101,Box Score,,18624,
Sun May 6 2012,7:30 pm,Los Angeles Lakers,92,Denver Nuggets,88,Box Score,,19155,
Sun May 6 2012,3:30 pm,Miami Heat,87,New York Knicks,89,Box Score,,19763,
Sun May 6 2012,1:00 pm,Chicago Bulls,82,Philadelphia 76ers,89,Box Score,,20412,
Mon May 7 2012,7:30 pm,Memphis Grizzlies,97,Los Angeles Clippers,101,Box Score,OT,19167,
Mon May 7 2012,6:00 pm,San Antonio Spurs,87,Utah Jazz,81,Box Score,,19911,
Tue May 8 2012,8:00 pm,Boston Celtics,86,Atlanta Hawks,87,Box Score,,19319,
Tue May 8 2012,8:30 pm,Philadelphia 76ers,69,Chicago Bulls,77,Box Score,,22093,
Tue May 8 2012,7:00 pm,Orlando Magic,87,Indiana Pacers,105,Box Score,,18165,
Tue May 8 2012,7:30 pm,Denver Nuggets,102,Los Angeles Lakers,99,Box Score,,18997,
Wed May 9 2012,8:30 pm,Los Angeles Clippers,80,Memphis Grizzlies,92,Box Score,,18119,
Wed May 9 2012,7:00 pm,New York Knicks,94,Miami Heat,106,Box Score,,19754,
Thu May 10 2012,8:00 pm,Atlanta Hawks,80,Boston Celtics,83,Box Score,,18624,
Thu May 10 2012,8:30 pm,Los Angeles Lakers,96,Denver Nuggets,113,Box Score,,19770,
Thu May 10 2012,7:00 pm,Chicago Bulls,78,Philadelphia 76ers,79,Box Score,,20362,
Fri May 11 2012,6:00 pm,Memphis Grizzlies,90,Los Angeles Clippers,88,Box Score,,19060,
Sat May 12 2012,8:00 pm,Philadelphia 76ers,91,Boston Celtics,92,Box Score,,18624,
Sat May 12 2012,7:30 pm,Denver Nuggets,87,Los Angeles Lakers,96,Box Score,,18997,
Sun May 13 2012,12:00 pm,Los Angeles Clippers,82,Memphis Grizzlies,72,Box Score,,18119,
Sun May 13 2012,3:30 pm,Indiana Pacers,86,Miami Heat,95,Box Score,,19600,
Mon May 14 2012,7:00 pm,Philadelphia 76ers,82,Boston Celtics,81,Box Score,,18624,
Mon May 14 2012,8:30 pm,Los Angeles Lakers,90,Oklahoma City Thunder,119,Box Score,,18203,
Tue May 15 2012,7:00 pm,Indiana Pacers,78,Miami Heat,75,Box Score,,19828,
Tue May 15 2012,8:30 pm,Los Angeles Clippers,92,San Antonio Spurs,108,Box Score,,18581,
Wed May 16 2012,8:30 pm,Los Angeles Lakers,75,Oklahoma City Thunder,77,Box Score,,18203,
Wed May 16 2012,7:00 pm,Boston Celtics,107,Philadelphia 76ers,91,Box Score,,20351,
Thu May 17 2012,7:00 pm,Miami Heat,75,Indiana Pacers,94,Box Score,,18165,
Thu May 17 2012,8:30 pm,Los Angeles Clippers,88,San Antonio Spurs,105,Box Score,,18581,
Fri May 18 2012,7:30 pm,Oklahoma City Thunder,96,Los Angeles Lakers,99,Box Score,,18997,
Fri May 18 2012,8:00 pm,Boston Celtics,83,Philadelphia 76ers,92,Box Score,,20411,
Sat May 19 2012,12:30 pm,San Antonio Spurs,96,Los Angeles Clippers,86,Box Score,,19060,
Sat May 19 2012,7:30 pm,Oklahoma City Thunder,103,Los Angeles Lakers,100,Box Score,,18997,
Sun May 20 2012,3:30 pm,Miami Heat,101,Indiana Pacers,93,Box Score,,18165,
Sun May 20 2012,7:30 pm,San Antonio Spurs,102,Los Angeles Clippers,99,Box Score,,19060,
Mon May 21 2012,7:00 pm,Philadelphia 76ers,85,Boston Celtics,101,Box Score,,18624,
Mon May 21 2012,8:30 pm,Los Angeles Lakers,90,Oklahoma City Thunder,106,Box Score,,18203,
Tue May 22 2012,8:00 pm,Indiana Pacers,83,Miami Heat,115,Box Score,,20097,
Wed May 23 2012,8:00 pm,Boston Celtics,75,Philadelphia 76ers,82,Box Score,,20403,
Thu May 24 2012,8:00 pm,Miami Heat,105,Indiana Pacers,93,Box Score,,18165,
Sat May 26 2012,8:00 pm,Philadelphia 76ers,75,Boston Celtics,85,Box Score,,18624,
Sun May 27 2012,7:30 pm,Oklahoma City Thunder,98,San Antonio Spurs,101,Box Score,,18581,
Mon May 28 2012,8:30 pm,Boston Celtics,79,Miami Heat,93,Box Score,,19912,
Tue May 29 2012,8:00 pm,Oklahoma City Thunder,111,San Antonio Spurs,120,Box Score,,18581,
Wed May 30 2012,8:30 pm,Boston Celtics,111,Miami Heat,115,Box Score,OT,19973,
Thu May 31 2012,8:00 pm,San Antonio Spurs,82,Oklahoma City Thunder,102,Box Score,,18203,
Fri Jun 1 2012,8:30 pm,Miami Heat,91,Boston Celtics,101,Box Score,,18624,
Sat Jun 2 2012,7:30 pm,San Antonio Spurs,103,Oklahoma City Thunder,109,Box Score,,18203,
Sun Jun 3 2012,8:30 pm,Miami Heat,91,Boston Celtics,93,Box Score,OT,18624,
Mon Jun 4 2012,8:00 pm,Oklahoma City Thunder,108,San Antonio Spurs,103,Box Score,,18581,
