win,lose,probability
Los Angeles Lakers,Golden State Warriors,0.6089571647016819
Memphis Grizzlies,San Antonio Spurs,0.5607341877726323
Brooklyn Nets,Minnesota Timberwolves,0.5975582277083898
New Orleans Pelicans,Cleveland Cavaliers,0.6173309531075271
Philadelphia 76ers,Milwaukee Bucks,0.5867944819719816
Chicago Bulls,Portland Trail Blazers,0.598158551238982
Toronto Raptors,Washington Wizards,0.7094211155152141
Atlanta Hawks,Boston Celtics,0.5069476070371103
Denver Nuggets,Dallas Mavericks,0.7845492043467958
Golden State Warriors,Portland Trail Blazers,0.8493329303602225
Houston Rockets,Minnesota Timberwolves,0.7803357284923356
Indiana Pacers,Philadelphia 76ers,0.8141751461489289
Los Angeles Clippers,Sacramento Kings,0.8991564077278169
Miami Heat,Orlando Magic,0.9751427103090962
Milwaukee Bucks,Charlotte Hornets,0.7151092327857542
San Antonio Spurs,Cleveland Cavaliers,0.9457444444430371
New York Knicks,Washington Wizards,0.6696991182431111
Brooklyn Nets,Detroit Pistons,0.8370412680621464
Los Angeles Clippers,Chicago Bulls,0.7722303567264213
Los Angeles Lakers,Sacramento Kings,0.8382223249588031
Oklahoma City Thunder,Utah Jazz,0.8133910167593921
Phoenix Suns,Orlando Magic,0.5129606270483693
Boston Celtics,Charlotte Hornets,0.7475872044296421
Denver Nuggets,Dallas Mavericks,0.5292208639214964
Milwaukee Bucks,Detroit Pistons,0.50145297178081
Indiana Pacers,Minnesota Timberwolves,0.8217252464015818
Memphis Grizzlies,Houston Rockets,0.7409682258422527
Miami Heat,Phoenix Suns,0.9649221229517193
New York Knicks,Portland Trail Blazers,0.6778923477458868
San Antonio Spurs,New Orleans Pelicans,0.9338123847013232
Utah Jazz,Chicago Bulls,0.6207955854715546
Atlanta Hawks,Orlando Magic,0.8320504372992611
Golden State Warriors,New Orleans Pelicans,0.7259946746335131
Toronto Raptors,Brooklyn Nets,0.5116925308805678
Los Angeles Lakers,Washington Wizards,0.6053530036346617
Memphis Grizzlies,Boston Celtics,0.6568745732605459
Brooklyn Nets,Los Angeles Lakers,0.6335217130314312
Indiana Pacers,Charlotte Hornets,0.8651120985537918
Miami Heat,Cleveland Cavaliers,0.8939921630640271
Dallas Mavericks,Golden State Warriors,0.5942079318836047
Chicago Bulls,Detroit Pistons,0.6470139783741957
Houston Rockets,Atlanta Hawks,0.6785572391254968
Los Angeles Clippers,New York Knicks,0.7057110317703189
Milwaukee Bucks,Washington Wizards,0.5929791969519728
Denver Nuggets,Minnesota Timberwolves,0.7399434566363992
Oklahoma City Thunder,San Antonio Spurs,0.6162823275746003
Philadelphia 76ers,Orlando Magic,0.6420296597131233
Portland Trail Blazers,Phoenix Suns,0.5062662351035195
Atlanta Hawks,Dallas Mavericks,0.5076515091034727
Boston Celtics,Cleveland Cavaliers,0.7870183891758116
Milwaukee Bucks,Charlotte Hornets,0.6157259859248855
Denver Nuggets,New York Knicks,0.7226144757426498
Los Angeles Lakers,Detroit Pistons,0.662228140070876
Houston Rockets,Brooklyn Nets,0.6136668273086104
Indiana Pacers,Washington Wizards,0.8276415524519394
Oklahoma City Thunder,Golden State Warriors,0.7607647592158471
San Antonio Spurs,Orlando Magic,0.8978347002534459
Philadelphia 76ers,New Orleans Pelicans,0.680605477899769
Los Angeles Clippers,Sacramento Kings,0.7702638241250135
Miami Heat,Toronto Raptors,0.7489136369331681
Utah Jazz,Phoenix Suns,0.8450372726167971
Chicago Bulls,Cleveland Cavaliers,0.7128682388095836
Dallas Mavericks,Minnesota Timberwolves,0.792198463633974
Memphis Grizzlies,Brooklyn Nets,0.7463405019858854
Boston Celtics,Milwaukee Bucks,0.5988050856159896
Utah Jazz,Phoenix Suns,0.6992383157088369
San Antonio Spurs,Houston Rockets,0.8219218960098466
Atlanta Hawks,Washington Wizards,0.5397524191769829
Detroit Pistons,Philadelphia 76ers,0.5162442775602945
Los Angeles Clippers,Indiana Pacers,0.606853905185535
Los Angeles Lakers,Portland Trail Blazers,0.8287590248979475
Miami Heat,Charlotte Hornets,0.9682566483107138
New York Knicks,New Orleans Pelicans,0.8857824479602409
Oklahoma City Thunder,Minnesota Timberwolves,0.8922292570132729
Golden State Warriors,Sacramento Kings,0.7221055330838877
Denver Nuggets,Toronto Raptors,0.6464782924256351
Chicago Bulls,New Orleans Pelicans,0.8462041533923518
Indiana Pacers,Portland Trail Blazers,0.7657809850972728
San Antonio Spurs,Atlanta Hawks,0.8631853767924392
Utah Jazz,Houston Rockets,0.5942399241789875
Washington Wizards,Orlando Magic,0.7681163702575514
Boston Celtics,Milwaukee Bucks,0.6659079282580217
Denver Nuggets,Brooklyn Nets,0.5297003992110128
Dallas Mavericks,Charlotte Hornets,0.8724933599845845
Golden State Warriors,Toronto Raptors,0.7680393213408631
Memphis Grizzlies,Phoenix Suns,0.9141726724570396
Miami Heat,Detroit Pistons,0.9582307615986867
Philadelphia 76ers,Orlando Magic,0.7873169228521588
Oklahoma City Thunder,Sacramento Kings,0.7963651750846804
Los Angeles Clippers,Atlanta Hawks,0.6101777267398639
Denver Nuggets,Cleveland Cavaliers,0.8379362160630734
Houston Rockets,Phoenix Suns,0.8518575371879847
Milwaukee Bucks,Detroit Pistons,0.6537228628493558
Dallas Mavericks,New Orleans Pelicans,0.6793092028585013
Oklahoma City Thunder,Portland Trail Blazers,0.7391951011838594
Indiana Pacers,Utah Jazz,0.5729542876588659
Brooklyn Nets,New York Knicks,0.5666879216877071
Miami Heat,Chicago Bulls,0.6280003255460553
Memphis Grizzlies,Los Angeles Clippers,0.6620290173257352
Atlanta Hawks,Cleveland Cavaliers,0.7789300675716403
Denver Nuggets,Boston Celtics,0.6556546994653827
Philadelphia 76ers,Charlotte Hornets,0.5988400409038881
Houston Rockets,Golden State Warriors,0.5770765817143598
Oklahoma City Thunder,New Orleans Pelicans,0.799503608325334
New York Knicks,Orlando Magic,0.9309026532489475
Toronto Raptors,Phoenix Suns,0.6357979152033851
Utah Jazz,Portland Trail Blazers,0.578756296825549
Los Angeles Lakers,Sacramento Kings,0.6871950809715381
Washington Wizards,Milwaukee Bucks,0.559616906481701
Chicago Bulls,Detroit Pistons,0.8482450200821927
Los Angeles Clippers,Cleveland Cavaliers,0.8020915802795071
Memphis Grizzlies,Golden State Warriors,0.7165111410246296
Brooklyn Nets,Milwaukee Bucks,0.6152655361124246
Miami Heat,Minnesota Timberwolves,0.8227230858906787
Denver Nuggets,Philadelphia 76ers,0.7277020038173126
Dallas Mavericks,Portland Trail Blazers,0.6008944741097266
San Antonio Spurs,Indiana Pacers,0.7014028681087878
Utah Jazz,Sacramento Kings,0.8115119657989922
Miami Heat,Detroit Pistons,0.861614898687649
Houston Rockets,Orlando Magic,0.8913108169481093
Los Angeles Lakers,Toronto Raptors,0.7397658723272165
New York Knicks,Boston Celtics,0.736567021272471
Oklahoma City Thunder,Indiana Pacers,0.6468512266489236
Golden State Warriors,Charlotte Hornets,0.7869713315880963
Memphis Grizzlies,Orlando Magic,0.9382335193118211
Los Angeles Clippers,Philadelphia 76ers,0.6768779772604778
Dallas Mavericks,Sacramento Kings,0.6750540115195092
Utah Jazz,Portland Trail Blazers,0.8008574248769403
Denver Nuggets,Washington Wizards,0.7491561302009726
Oklahoma City Thunder,Atlanta Hawks,0.6461108548326158
Brooklyn Nets,Boston Celtics,0.6457577751711285
Chicago Bulls,Milwaukee Bucks,0.7857185683335531
New York Knicks,Cleveland Cavaliers,0.7782780668363817
Detroit Pistons,Minnesota Timberwolves,0.5288950757315211
Miami Heat,Indiana Pacers,0.6026207844332216
Los Angeles Lakers,Phoenix Suns,0.8677709169647914
San Antonio Spurs,Toronto Raptors,0.68745936346771
Los Angeles Clippers,Boston Celtics,0.5987971515905739
Charlotte Hornets,Orlando Magic,0.6193174117570583
Golden State Warriors,Dallas Mavericks,0.6940766875083764
Memphis Grizzlies,Oklahoma City Thunder,0.6267785427668552
San Antonio Spurs,Milwaukee Bucks,0.7865993120697183
Minnesota Timberwolves,Philadelphia 76ers,0.5887647680007703
New Orleans Pelicans,Detroit Pistons,0.5701633482259189
New York Knicks,Chicago Bulls,0.7393152664586606
Utah Jazz,Sacramento Kings,0.6546653404367913
Brooklyn Nets,Los Angeles Clippers,0.5311077647685465
Houston Rockets,Portland Trail Blazers,0.6246197573738981
Atlanta Hawks,Washington Wizards,0.6909524805347207
New York Knicks,Boston Celtics,0.5638242116216974
Denver Nuggets,Utah Jazz,0.7996166685982534
Brooklyn Nets,Detroit Pistons,0.6657806307094987
Golden State Warriors,Houston Rockets,0.672439173395813
Indiana Pacers,Charlotte Hornets,0.8921639884377907
Chicago Bulls,Milwaukee Bucks,0.5953862217605963
Memphis Grizzlies,New Orleans Pelicans,0.814301766164875
Oklahoma City Thunder,Los Angeles Lakers,0.7899739238577456
Cleveland Cavaliers,Orlando Magic,0.5094202017001197
Phoenix Suns,Sacramento Kings,0.510782439292884
San Antonio Spurs,Minnesota Timberwolves,0.9139208806427056
Toronto Raptors,Philadelphia 76ers,0.6901757981354928
Los Angeles Lakers,Charlotte Hornets,0.7574727850397287
Chicago Bulls,Toronto Raptors,0.7437994145862235
Dallas Mavericks,Milwaukee Bucks,0.7714835835758681
Miami Heat,Cleveland Cavaliers,0.9653985557989783
New York Knicks,Atlanta Hawks,0.7761877306084043
Philadelphia 76ers,Portland Trail Blazers,0.656861148804545
San Antonio Spurs,Utah Jazz,0.6047612281778778
Los Angeles Clippers,Washington Wizards,0.7006894461224592
Denver Nuggets,New Orleans Pelicans,0.9096793184394573
Detroit Pistons,Portland Trail Blazers,0.5726805069761299
Memphis Grizzlies,Minnesota Timberwolves,0.8680768870382399
Oklahoma City Thunder,Orlando Magic,0.9502773779548506
Golden State Warriors,Phoenix Suns,0.7611497054402641
Houston Rockets,Sacramento Kings,0.696596732727196
Los Angeles Lakers,Atlanta Hawks,0.5063237444973077
Boston Celtics,Minnesota Timberwolves,0.6923770705660175
Brooklyn Nets,Philadelphia 76ers,0.7834005633493026
Chicago Bulls,Orlando Magic,0.9052874992806003
Indiana Pacers,Detroit Pistons,0.861541537937087
Los Angeles Clippers,San Antonio Spurs,0.5750970500553458
Miami Heat,Utah Jazz,0.8994687218658557
New York Knicks,Washington Wizards,0.858754676972816
Sacramento Kings,Charlotte Hornets,0.5261350436657606
Portland Trail Blazers,Cleveland Cavaliers,0.5026549584201586
Denver Nuggets,Oklahoma City Thunder,0.6592111761049572
Golden State Warriors,New Orleans Pelicans,0.862545735920662
Memphis Grizzlies,Los Angeles Lakers,0.749343190025764
Atlanta Hawks,Sacramento Kings,0.7328130094583084
Boston Celtics,Detroit Pistons,0.7523767322307748
Brooklyn Nets,Washington Wizards,0.7985453277933575
Memphis Grizzlies,Dallas Mavericks,0.530567953614126
Houston Rockets,Chicago Bulls,0.6332013116362845
Los Angeles Clippers,New Orleans Pelicans,0.9026394263171347
Miami Heat,Indiana Pacers,0.7899071378105004
New York Knicks,Milwaukee Bucks,0.6753715665706852
Minnesota Timberwolves,Portland Trail Blazers,0.6425978247055053
Utah Jazz,Orlando Magic,0.764046787932162
San Antonio Spurs,Phoenix Suns,0.863193552486787
Toronto Raptors,Charlotte Hornets,0.8079289352391201
San Antonio Spurs,Golden State Warriors,0.5218927104970592
Oklahoma City Thunder,Chicago Bulls,0.8009222177957738
Atlanta Hawks,Utah Jazz,0.5304950913622102
Milwaukee Bucks,Cleveland Cavaliers,0.5766967788648896
Dallas Mavericks,Toronto Raptors,0.7277446147218959
Denver Nuggets,Phoenix Suns,0.9246339925725146
Detroit Pistons,Charlotte Hornets,0.6683357173060511
Indiana Pacers,Houston Rockets,0.6670840877619094
Los Angeles Lakers,Minnesota Timberwolves,0.8021475255829458
Miami Heat,Sacramento Kings,0.9559822017670576
Brooklyn Nets,Philadelphia 76ers,0.5823970197962163
Boston Celtics,Washington Wizards,0.7010241648159097
Utah Jazz,Charlotte Hornets,0.729373321420933
Chicago Bulls,Cleveland Cavaliers,0.8717609795808524
Houston Rockets,Detroit Pistons,0.6720220508281451
Golden State Warriors,Los Angeles Lakers,0.6820791478845564
Los Angeles Clippers,Denver Nuggets,0.6194823181818284
Milwaukee Bucks,Philadelphia 76ers,0.570688827025234
New York Knicks,Memphis Grizzlies,0.5752755135632145
Sacramento Kings,Orlando Magic,0.5715518882479658
Dallas Mavericks,Phoenix Suns,0.718128442142285
Portland Trail Blazers,New Orleans Pelicans,0.6475199235136743
San Antonio Spurs,Oklahoma City Thunder,0.7304363268961762
Indiana Pacers,Boston Celtics,0.6883078219892417
Los Angeles Clippers,Minnesota Timberwolves,0.8746371502334247
Oklahoma City Thunder,Toronto Raptors,0.8530465264301977
Indiana Pacers,Brooklyn Nets,0.5429405454051672
Milwaukee Bucks,Charlotte Hornets,0.6157259859248855
Cleveland Cavaliers,Detroit Pistons,0.5280619821227849
Denver Nuggets,Golden State Warriors,0.7443268895173117
Houston Rockets,Dallas Mavericks,0.6305506910101475
Memphis Grizzlies,Utah Jazz,0.776005940145225
Miami Heat,Atlanta Hawks,0.9098972659241613
New York Knicks,Orlando Magic,0.8322179049920768
Los Angeles Lakers,Phoenix Suns,0.7293054729998629
Sacramento Kings,New Orleans Pelicans,0.571069303425791
San Antonio Spurs,Toronto Raptors,0.8815779308152369
Brooklyn Nets,Chicago Bulls,0.6490019330123293
Golden State Warriors,Los Angeles Clippers,0.5843314601480116
Miami Heat,Los Angeles Lakers,0.6329065644154521
New York Knicks,Oklahoma City Thunder,0.5983083862783205
San Antonio Spurs,Houston Rockets,0.8219218960098466
Atlanta Hawks,Cleveland Cavaliers,0.6699991656911533
San Antonio Spurs,Dallas Mavericks,0.5748556704767895
Memphis Grizzlies,Houston Rockets,0.5481079812706369
Los Angeles Clippers,Portland Trail Blazers,0.7084486120640707
Brooklyn Nets,Milwaukee Bucks,0.7711440662579839
Oklahoma City Thunder,Charlotte Hornets,0.8475566627789348
Golden State Warriors,Phoenix Suns,0.8843119863254799
Minnesota Timberwolves,Washington Wizards,0.6107567419282078
Denver Nuggets,New Orleans Pelicans,0.8134826549119532
New York Knicks,Toronto Raptors,0.8036148800311748
Detroit Pistons,Orlando Magic,0.5580871371145257
Miami Heat,Sacramento Kings,0.8746338938317395
Utah Jazz,Los Angeles Lakers,0.6048288266509635
Atlanta Hawks,Charlotte Hornets,0.7939023613769907
Boston Celtics,Cleveland Cavaliers,0.7870183891758116
Chicago Bulls,Dallas Mavericks,0.6654741536978388
Houston Rockets,New Orleans Pelicans,0.8251921572406907
Indiana Pacers,Brooklyn Nets,0.6733131102941218
Los Angeles Clippers,Utah Jazz,0.786016085593265
Memphis Grizzlies,Denver Nuggets,0.6055908433454086
Milwaukee Bucks,Minnesota Timberwolves,0.5830657302713049
Philadelphia 76ers,Phoenix Suns,0.5628808816573899
Miami Heat,Portland Trail Blazers,0.8348815602548941
New York Knicks,Toronto Raptors,0.5538657866436864
Washington Wizards,Detroit Pistons,0.6595301933569644
Golden State Warriors,Cleveland Cavaliers,0.7585134527649425
Los Angeles Lakers,Philadelphia 76ers,0.7939761722878398
Oklahoma City Thunder,Houston Rockets,0.7825625935616073
Atlanta Hawks,Orlando Magic,0.7415326251234581
San Antonio Spurs,Sacramento Kings,0.9313597570110561
Denver Nuggets,Miami Heat,0.520224802125012
Detroit Pistons,Washington Wizards,0.5390783641896152
Los Angeles Clippers,Phoenix Suns,0.9186554864159262
Memphis Grizzlies,Chicago Bulls,0.7617707739203254
Dallas Mavericks,Minnesota Timberwolves,0.5801704923706597
New Orleans Pelicans,Portland Trail Blazers,0.5397985527082497
Utah Jazz,Charlotte Hornets,0.8580921078382794
Boston Celtics,Atlanta Hawks,0.5721874144311897
Chicago Bulls,Toronto Raptors,0.7437994145862235
Houston Rockets,Sacramento Kings,0.8194925706166457
Indiana Pacers,Cleveland Cavaliers,0.8832805855728705
Los Angeles Lakers,Milwaukee Bucks,0.7821516946350285
Oklahoma City Thunder,Portland Trail Blazers,0.908112534903255
Golden State Warriors,Orlando Magic,0.8161255726301964
San Antonio Spurs,Brooklyn Nets,0.8260094529746622
Denver Nuggets,Philadelphia 76ers,0.8781162631316999
Los Angeles Clippers,Charlotte Hornets,0.9260510869953308
Minnesota Timberwolves,New Orleans Pelicans,0.6668285229586794
Indiana Pacers,Toronto Raptors,0.6585500574623295
Dallas Mavericks,Washington Wizards,0.5919217077603132
Chicago Bulls,Boston Celtics,0.6648469221523603
Cleveland Cavaliers,Orlando Magic,0.6567558419119641
Miami Heat,Golden State Warriors,0.8671528115500029
Oklahoma City Thunder,Brooklyn Nets,0.7873198188702558
Memphis Grizzlies,Phoenix Suns,0.8406143169446315
Portland Trail Blazers,Charlotte Hornets,0.7127562932495457
Philadelphia 76ers,Sacramento Kings,0.5121973471297354
San Antonio Spurs,New York Knicks,0.7849119444886518
Utah Jazz,Milwaukee Bucks,0.7489563703860513
Golden State Warriors,Atlanta Hawks,0.5481472786085994
Boston Celtics,New Orleans Pelicans,0.749427441573124
Dallas Mavericks,Los Angeles Clippers,0.5315870792190474
Denver Nuggets,Memphis Grizzlies,0.6375549672410086
Houston Rockets,New York Knicks,0.549752514042639
Los Angeles Lakers,Utah Jazz,0.6809737759509349
Washington Wizards,Toronto Raptors,0.5015274298433537
Brooklyn Nets,Cleveland Cavaliers,0.8620109343018714
Chicago Bulls,Atlanta Hawks,0.7110224485509534
Indiana Pacers,New Orleans Pelicans,0.8596499015723107
Oklahoma City Thunder,Minnesota Timberwolves,0.7223340876069111
Miami Heat,Orlando Magic,0.9225816738348268
Milwaukee Bucks,Phoenix Suns,0.5802194154255464
Portland Trail Blazers,Philadelphia 76ers,0.5678638964369647
Sacramento Kings,Charlotte Hornets,0.6426462664290256
San Antonio Spurs,Los Angeles Clippers,0.7596507052362889
