win,lose,probability
Atlanta Hawks,Charlotte Hornets,0.9155909569689858
Denver Nuggets,Golden State Warriors,0.8833761339826688
Detroit Pistons,Toronto Raptors,0.6329325428391871
New York Knicks,Houston Rockets,0.5255906529599594
San Antonio Spurs,Indiana Pacers,0.6578678470095084
Memphis Grizzlies,Los Angeles Lakers,0.6109286935343713
Orlando Magic,Cleveland Cavaliers,0.8464549421698117
Phoenix Suns,New Orleans Pelicans,0.764865467155963
Portland Trail Blazers,Minnesota Timberwolves,0.6773620487979879
Utah Jazz,Sacramento Kings,0.8200367468753684
Atlanta Hawks,Los Angeles Clippers,0.5851274714793249
Los Angeles Lakers,Dallas Mavericks,0.5285842747939732
Golden State Warriors,Minnesota Timberwolves,0.5754941033128014
Miami Heat,Cleveland Cavaliers,0.9498432331237939
Chicago Bulls,Milwaukee Bucks,0.7321513726128426
Oklahoma City Thunder,Philadelphia 76ers,0.6491637684928865
Utah Jazz,Sacramento Kings,0.6677518927505242
Washington Wizards,Charlotte Hornets,0.9049949824516449
Portland Trail Blazers,Brooklyn Nets,0.506117690420852
Denver Nuggets,New Orleans Pelicans,0.8390660535961592
New York Knicks,Detroit Pistons,0.8063199826096328
Boston Celtics,Orlando Magic,0.5765068282558581
Philadelphia 76ers,Phoenix Suns,0.6578908005937948
San Antonio Spurs,Toronto Raptors,0.8895947321444149
New York Knicks,Brooklyn Nets,0.7489585432934291
Chicago Bulls,Milwaukee Bucks,0.8040074504955468
Detroit Pistons,Portland Trail Blazers,0.5808819993359072
Los Angeles Clippers,New Orleans Pelicans,0.833938294983379
Memphis Grizzlies,Cleveland Cavaliers,0.9135949558590936
Oklahoma City Thunder,Charlotte Hornets,0.9843303904793577
Utah Jazz,Denver Nuggets,0.5139474405999029
San Antonio Spurs,Washington Wizards,0.8988913964045605
Phoenix Suns,Cleveland Cavaliers,0.7324404590958664
Houston Rockets,Toronto Raptors,0.7657675209116751
Los Angeles Lakers,Indiana Pacers,0.5687864694837639
Philadelphia 76ers,Dallas Mavericks,0.7160766851697542
Sacramento Kings,Minnesota Timberwolves,0.5668516942966505
Atlanta Hawks,Charlotte Hornets,0.9733595746428362
Boston Celtics,Brooklyn Nets,0.8808697521536266
Chicago Bulls,Dallas Mavericks,0.8198743242444365
Phoenix Suns,Detroit Pistons,0.627274191565201
Los Angeles Clippers,Minnesota Timberwolves,0.836016160260191
Memphis Grizzlies,Toronto Raptors,0.8643783003537054
New York Knicks,Milwaukee Bucks,0.55285514097671
Utah Jazz,New Orleans Pelicans,0.623521010034973
Oklahoma City Thunder,Houston Rockets,0.786066859336255
San Antonio Spurs,Orlando Magic,0.803044484156164
Washington Wizards,Portland Trail Blazers,0.5505529075639961
Denver Nuggets,Golden State Warriors,0.7392599764556225
San Antonio Spurs,Miami Heat,0.5427333945658166
Atlanta Hawks,Cleveland Cavaliers,0.9065188647928054
Boston Celtics,Portland Trail Blazers,0.8280473279362585
Philadelphia 76ers,Charlotte Hornets,0.8843129432155666
Los Angeles Lakers,Denver Nuggets,0.5655056241460168
Memphis Grizzlies,Detroit Pistons,0.8452784870845215
Milwaukee Bucks,Minnesota Timberwolves,0.5974449627982157
New York Knicks,Washington Wizards,0.8466356903148035
Oklahoma City Thunder,Utah Jazz,0.7811310392992732
Orlando Magic,Brooklyn Nets,0.8039679163862185
Indiana Pacers,Sacramento Kings,0.7434631578448205
Phoenix Suns,Toronto Raptors,0.6331308965390481
Chicago Bulls,Philadelphia 76ers,0.7802048419833995
Portland Trail Blazers,Cleveland Cavaliers,0.5399407425076272
Dallas Mavericks,Detroit Pistons,0.7562741316504432
Indiana Pacers,Golden State Warriors,0.7366756909650197
Houston Rockets,Utah Jazz,0.5372477310672312
Los Angeles Clippers,Sacramento Kings,0.8510985670822259
Miami Heat,Brooklyn Nets,0.9337245308797233
Boston Celtics,Milwaukee Bucks,0.6069499418304458
Oklahoma City Thunder,New Orleans Pelicans,0.858617742344415
San Antonio Spurs,Memphis Grizzlies,0.7517968563406833
Los Angeles Lakers,Orlando Magic,0.6953958453306002
New York Knicks,Phoenix Suns,0.6259816384296619
Portland Trail Blazers,Charlotte Hornets,0.7702148479459627
Denver Nuggets,Toronto Raptors,0.8500024579948317
Detroit Pistons,Cleveland Cavaliers,0.7409704008960554
Orlando Magic,Golden State Warriors,0.6177938957606557
Milwaukee Bucks,New Orleans Pelicans,0.5908238940247073
Utah Jazz,Los Angeles Clippers,0.5121686793300924
Oklahoma City Thunder,Brooklyn Nets,0.894794855712271
Chicago Bulls,Indiana Pacers,0.712666864206862
Los Angeles Lakers,Houston Rockets,0.5538797358084055
Memphis Grizzlies,Phoenix Suns,0.687139993404682
Philadelphia 76ers,Minnesota Timberwolves,0.8390292720532128
Miami Heat,Washington Wizards,0.8686684168665444
Atlanta Hawks,Denver Nuggets,0.5868547986924102
Boston Celtics,Minnesota Timberwolves,0.8483900364103987
New York Knicks,Charlotte Hornets,0.9070485199356537
Chicago Bulls,Cleveland Cavaliers,0.8830927693894883
Detroit Pistons,Golden State Warriors,0.697410064299963
Indiana Pacers,Portland Trail Blazers,0.8499316298928019
Los Angeles Clippers,Dallas Mavericks,0.7115533146050222
Los Angeles Lakers,New Orleans Pelicans,0.7047762203250462
Sacramento Kings,Toronto Raptors,0.5835253646166797
San Antonio Spurs,Milwaukee Bucks,0.8450467135926301
Utah Jazz,Orlando Magic,0.6497032719598904
Miami Heat,New York Knicks,0.7591320251235496
Phoenix Suns,Dallas Mavericks,0.6150718103371063
Atlanta Hawks,Washington Wizards,0.869180383715124
Brooklyn Nets,Golden State Warriors,0.6187221453919743
Chicago Bulls,Detroit Pistons,0.8228169398459271
Indiana Pacers,Denver Nuggets,0.6313038130794628
Milwaukee Bucks,Charlotte Hornets,0.9482147148465864
Minnesota Timberwolves,Cleveland Cavaliers,0.7329260002958871
Memphis Grizzlies,New Orleans Pelicans,0.7222042689477193
Oklahoma City Thunder,Los Angeles Lakers,0.7123127772178733
Philadelphia 76ers,Boston Celtics,0.5522968609756818
Orlando Magic,Sacramento Kings,0.6260903388672284
San Antonio Spurs,Houston Rockets,0.8303667812107354
Utah Jazz,Toronto Raptors,0.8131300251639041
Boston Celtics,Philadelphia 76ers,0.6786235842104404
San Antonio Spurs,Charlotte Hornets,0.9733355239912468
Chicago Bulls,New York Knicks,0.7354912736906172
Detroit Pistons,Cleveland Cavaliers,0.5239274131961442
Houston Rockets,Dallas Mavericks,0.596374099399929
Los Angeles Clippers,Phoenix Suns,0.6528897840583402
Memphis Grizzlies,Atlanta Hawks,0.6128594044454313
Miami Heat,New Orleans Pelicans,0.9130627864034059
Portland Trail Blazers,Sacramento Kings,0.7018323067360818
Washington Wizards,Golden State Warriors,0.670733581983438
Milwaukee Bucks,Brooklyn Nets,0.6691178833073254
Los Angeles Clippers,Toronto Raptors,0.8451588556250784
Los Angeles Lakers,Utah Jazz,0.6554118612681717
New York Knicks,Denver Nuggets,0.5413308059524402
Oklahoma City Thunder,Indiana Pacers,0.7122337180915562
Phoenix Suns,Orlando Magic,0.6011176659566586
Golden State Warriors,Charlotte Hornets,0.6683927928892683
Dallas Mavericks,Sacramento Kings,0.7912670947108392
San Antonio Spurs,Houston Rockets,0.805609559470569
Miami Heat,Atlanta Hawks,0.7392646143731947
Philadelphia 76ers,Detroit Pistons,0.8270934042941667
Portland Trail Blazers,Toronto Raptors,0.692092444410192
New York Knicks,Brooklyn Nets,0.7489585432934291
Chicago Bulls,Los Angeles Clippers,0.7084540188513863
Los Angeles Lakers,Cleveland Cavaliers,0.7929179298208291
Denver Nuggets,Detroit Pistons,0.7047156349685293
New Orleans Pelicans,Washington Wizards,0.659003369462282
Boston Celtics,Dallas Mavericks,0.7302889947169722
Los Angeles Clippers,Charlotte Hornets,0.91780536497562
Houston Rockets,Washington Wizards,0.7879552110360206
Indiana Pacers,Cleveland Cavaliers,0.9211944799528541
Miami Heat,Golden State Warriors,0.9384927569260242
Milwaukee Bucks,Sacramento Kings,0.7541596474986747
Denver Nuggets,Minnesota Timberwolves,0.713277336755952
Oklahoma City Thunder,New Orleans Pelicans,0.9024054137026385
Atlanta Hawks,Orlando Magic,0.5478359243611429
Chicago Bulls,Philadelphia 76ers,0.5893068394274168
Memphis Grizzlies,Phoenix Suns,0.5556020223333813
Toronto Raptors,Brooklyn Nets,0.6748283327961685
San Antonio Spurs,Utah Jazz,0.7569108110120283
Atlanta Hawks,Charlotte Hornets,0.9733595746428362
New York Knicks,Los Angeles Lakers,0.544742879299918
San Antonio Spurs,Portland Trail Blazers,0.8577070993714486
Brooklyn Nets,Detroit Pistons,0.5099610064636276
Milwaukee Bucks,Cleveland Cavaliers,0.6984294522205337
Denver Nuggets,Memphis Grizzlies,0.56178795265545
Boston Celtics,Houston Rockets,0.5804809553356022
Indiana Pacers,Philadelphia 76ers,0.7129321016271958
New Orleans Pelicans,Minnesota Timberwolves,0.6136146640604798
Oklahoma City Thunder,Sacramento Kings,0.9132267065187348
Orlando Magic,Golden State Warriors,0.8162342585475137
Phoenix Suns,Utah Jazz,0.5566482337704223
Dallas Mavericks,Toronto Raptors,0.5681968147257013
Los Angeles Lakers,Washington Wizards,0.7270279517878873
Atlanta Hawks,Golden State Warriors,0.8865352698098204
Orlando Magic,Charlotte Hornets,0.8634027533472771
Chicago Bulls,Brooklyn Nets,0.9255388995996939
Indiana Pacers,Detroit Pistons,0.7019270180290269
Miami Heat,Washington Wizards,0.9284435284311826
Los Angeles Clippers,Milwaukee Bucks,0.5858875721409297
Dallas Mavericks,Minnesota Timberwolves,0.5722081239470636
New York Knicks,Cleveland Cavaliers,0.8895914946903031
San Antonio Spurs,Boston Celtics,0.7474588071424455
Memphis Grizzlies,Utah Jazz,0.5039301208587972
Philadelphia 76ers,Los Angeles Lakers,0.5789207102774625
Portland Trail Blazers,New Orleans Pelicans,0.6740576314153923
Denver Nuggets,Sacramento Kings,0.7460037978061524
Houston Rockets,Toronto Raptors,0.6192819564626015
Los Angeles Clippers,Detroit Pistons,0.7061950649211557
Chicago Bulls,Memphis Grizzlies,0.5568104670479719
New York Knicks,Houston Rockets,0.6397286498295486
San Antonio Spurs,Oklahoma City Thunder,0.5741315918675332
Orlando Magic,Minnesota Timberwolves,0.7563217089455867
Phoenix Suns,Sacramento Kings,0.7873433497022385
Utah Jazz,Brooklyn Nets,0.6987486129137594
Chicago Bulls,Boston Celtics,0.6900533005283946
Cleveland Cavaliers,Toronto Raptors,0.5145756149125115
Dallas Mavericks,Philadelphia 76ers,0.5606107286564004
San Antonio Spurs,Denver Nuggets,0.7050940405437127
Golden State Warriors,New Orleans Pelicans,0.5718059006515872
Los Angeles Lakers,Charlotte Hornets,0.9709958332106532
Miami Heat,Minnesota Timberwolves,0.9142523976053617
Indiana Pacers,Milwaukee Bucks,0.5809090033948734
Atlanta Hawks,Washington Wizards,0.7254115079003289
Oklahoma City Thunder,Atlanta Hawks,0.6385280871563743
Boston Celtics,Cleveland Cavaliers,0.9085846162808685
Houston Rockets,Philadelphia 76ers,0.5353767703422262
Indiana Pacers,Utah Jazz,0.7144693973644959
Los Angeles Clippers,New Orleans Pelicans,0.833938294983379
Memphis Grizzlies,Milwaukee Bucks,0.7219172826278544
New York Knicks,Brooklyn Nets,0.8570245105025551
Orlando Magic,Washington Wizards,0.7906655761408333
Phoenix Suns,Charlotte Hornets,0.9567083468110468
Sacramento Kings,Golden State Warriors,0.6519085759834381
Toronto Raptors,Detroit Pistons,0.590391740222629
Miami Heat,Dallas Mavericks,0.7357709599639317
Oklahoma City Thunder,Minnesota Timberwolves,0.8619182513315112
Denver Nuggets,Portland Trail Blazers,0.6467431446125397
Boston Celtics,Milwaukee Bucks,0.7093284897636345
Indiana Pacers,Cleveland Cavaliers,0.7929812652613172
Detroit Pistons,Washington Wizards,0.6621516396216127
Golden State Warriors,Charlotte Hornets,0.9007172556163806
Los Angeles Clippers,Sacramento Kings,0.8510985670822259
Memphis Grizzlies,Dallas Mavericks,0.7422998018753135
Chicago Bulls,New York Knicks,0.6224577944410445
Philadelphia 76ers,Atlanta Hawks,0.5809012949744056
San Antonio Spurs,New Orleans Pelicans,0.9249157949214593
Orlando Magic,Toronto Raptors,0.5825027551519055
Chicago Bulls,Atlanta Hawks,0.5780360771635298
Denver Nuggets,Charlotte Hornets,0.9725429702609125
Los Angeles Lakers,Golden State Warriors,0.7366008512583436
Memphis Grizzlies,Houston Rockets,0.5748419813576353
Miami Heat,Utah Jazz,0.802127761727192
Milwaukee Bucks,Cleveland Cavaliers,0.8293465717952061
Indiana Pacers,New Orleans Pelicans,0.704856479261951
Phoenix Suns,Portland Trail Blazers,0.5635147605777706
Washington Wizards,Detroit Pistons,0.5664118140872872
Philadelphia 76ers,Brooklyn Nets,0.7003299370815302
New York Knicks,Minnesota Timberwolves,0.8193766922709396
Orlando Magic,Utah Jazz,0.5412971401405408
Los Angeles Clippers,Phoenix Suns,0.5396482347033159
Sacramento Kings,Portland Trail Blazers,0.5296749042663587
San Antonio Spurs,Dallas Mavericks,0.8581772450445575
Boston Celtics,Brooklyn Nets,0.7884089421100295
Chicago Bulls,Houston Rockets,0.7864221974412601
Los Angeles Clippers,Denver Nuggets,0.5701470537153381
Los Angeles Lakers,New York Knicks,0.5965701792366239
Miami Heat,Oklahoma City Thunder,0.5250564951274173
Atlanta Hawks,Detroit Pistons,0.833626508161692
Miami Heat,Charlotte Hornets,0.9644859151200116
Denver Nuggets,Los Angeles Lakers,0.5826585965032836
Memphis Grizzlies,Philadelphia 76ers,0.6919646990913628
Milwaukee Bucks,Brooklyn Nets,0.7833372765532838
Houston Rockets,Minnesota Timberwolves,0.6231334645658853
Orlando Magic,New Orleans Pelicans,0.753531730795419
New York Knicks,Phoenix Suns,0.5060371059027752
Portland Trail Blazers,Sacramento Kings,0.7018323067360818
San Antonio Spurs,Toronto Raptors,0.9305014273006524
Utah Jazz,Golden State Warriors,0.8532916489346907
Washington Wizards,Cleveland Cavaliers,0.7165735268610061
Los Angeles Clippers,Boston Celtics,0.5468155472701663
Oklahoma City Thunder,Dallas Mavericks,0.8195618720708173
Brooklyn Nets,Charlotte Hornets,0.8835640855572909
Atlanta Hawks,Cleveland Cavaliers,0.7915798093332775
Denver Nuggets,Dallas Mavericks,0.5320091947640363
Miami Heat,Detroit Pistons,0.8539278432224644
Philadelphia 76ers,Golden State Warriors,0.6615642106307955
Indiana Pacers,Phoenix Suns,0.7082973617563607
Los Angeles Lakers,Portland Trail Blazers,0.8115002321899513
New Orleans Pelicans,Toronto Raptors,0.6296642762070719
New York Knicks,Sacramento Kings,0.7210657583523943
San Antonio Spurs,Houston Rockets,0.8303667812107354
Utah Jazz,Los Angeles Clippers,0.5121686793300924
Orlando Magic,Washington Wizards,0.6062114630438911
Atlanta Hawks,Indiana Pacers,0.5900912886062927
Brooklyn Nets,Cleveland Cavaliers,0.6682213003186869
New Orleans Pelicans,Charlotte Hornets,0.7454378173406679
Chicago Bulls,Washington Wizards,0.9196617648808768
Boston Celtics,Golden State Warriors,0.7570851313146193
Oklahoma City Thunder,Houston Rockets,0.7595234967498682
Memphis Grizzlies,Denver Nuggets,0.6076553963954971
Miami Heat,Milwaukee Bucks,0.7748252847933086
Phoenix Suns,Minnesota Timberwolves,0.6369244423653772
Orlando Magic,Toronto Raptors,0.7686782317269835
Philadelphia 76ers,Portland Trail Blazers,0.5579633880167254
San Antonio Spurs,Dallas Mavericks,0.7891539842974977
Milwaukee Bucks,Detroit Pistons,0.5874250964158529
Los Angeles Clippers,Utah Jazz,0.6596708682390339
Boston Celtics,Sacramento Kings,0.7635154014594723
Chicago Bulls,Charlotte Hornets,0.9843629682523751
Atlanta Hawks,Houston Rockets,0.5518699641265277
Indiana Pacers,Memphis Grizzlies,0.6145050882244981
Oklahoma City Thunder,Phoenix Suns,0.7759480897571751
Miami Heat,Orlando Magic,0.7520734397587323
San Antonio Spurs,Brooklyn Nets,0.9429365742869198
Denver Nuggets,Los Angeles Clippers,0.577575073411395
Detroit Pistons,Sacramento Kings,0.6435800408257705
Los Angeles Lakers,Philadelphia 76ers,0.6537107116336199
Atlanta Hawks,New Orleans Pelicans,0.7030818231438607
New York Knicks,Portland Trail Blazers,0.7960767625993067
Dallas Mavericks,Washington Wizards,0.5921491050237047
Boston Celtics,Memphis Grizzlies,0.5754384618339088
Cleveland Cavaliers,Sacramento Kings,0.5260856639192227
Los Angeles Clippers,Golden State Warriors,0.7406300323824333
Houston Rockets,New Orleans Pelicans,0.7504922957450155
Indiana Pacers,Washington Wizards,0.8890000186656193
Miami Heat,Dallas Mavericks,0.8376381302241784
San Antonio Spurs,Milwaukee Bucks,0.8222244720208961
Oklahoma City Thunder,Brooklyn Nets,0.9253930578491572
Chicago Bulls,Orlando Magic,0.7067197878382501
Phoenix Suns,Philadelphia 76ers,0.5547907107090251
Toronto Raptors,Portland Trail Blazers,0.5747514250390703
Utah Jazz,Minnesota Timberwolves,0.8025380160553338
Denver Nuggets,Minnesota Timberwolves,0.8410919833150067
San Antonio Spurs,New York Knicks,0.7361241258948719
Boston Celtics,Indiana Pacers,0.5960334784062657
Cleveland Cavaliers,Charlotte Hornets,0.6189046317338218
Atlanta Hawks,Detroit Pistons,0.7001422409519089
Los Angeles Clippers,Los Angeles Lakers,0.5735136488380758
Memphis Grizzlies,Portland Trail Blazers,0.8366783382555207
Miami Heat,Chicago Bulls,0.587726530046818
Milwaukee Bucks,Houston Rockets,0.517146967342821
Oklahoma City Thunder,Philadelphia 76ers,0.7798420556197595
Phoenix Suns,Utah Jazz,0.5566482337704223
Toronto Raptors,Sacramento Kings,0.6377947163365472
Washington Wizards,Brooklyn Nets,0.6528853113370492
Atlanta Hawks,Boston Celtics,0.5637362435129419
Brooklyn Nets,Sacramento Kings,0.5597307989374714
Houston Rockets,Cleveland Cavaliers,0.7206865099825481
Dallas Mavericks,New Orleans Pelicans,0.7690823151181906
Denver Nuggets,Utah Jazz,0.6680377193260193
Indiana Pacers,Milwaukee Bucks,0.7416072007221969
Los Angeles Clippers,Golden State Warriors,0.879457377967191
Minnesota Timberwolves,Portland Trail Blazers,0.5707460737323904
New York Knicks,Orlando Magic,0.521525151616643
San Antonio Spurs,Philadelphia 76ers,0.8251442418876791
