Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
12.0,San Antonio Spurs,82,242.4,37.5,84.9,0.442,6.3,17.9,0.353,31.2,66.9,0.466,15.2,20.0,0.76,11.1,31.4,42.5,21.4,8.2,4.9,14.9,19.1,96.6
13.0,Atlanta Hawks,82,242.1,37.5,83.2,0.45,7.6,19.9,0.379,29.9,63.3,0.473,15.0,19.7,0.763,11.3,32.4,43.7,22.3,8.4,4.3,15.2,18.8,97.5
14.0,New Orleans Pelicans,82,241.2,37.0,78.5,0.47100000000000003,7.7,20.6,0.374,29.2,57.9,0.505,16.3,21.5,0.759,10.2,29.2,39.3,23.4,7.9,6.0,13.2,18.7,97.9
15.0,Utah Jazz,82,242.4,36.6,79.9,0.45799999999999996,6.8,18.5,0.37,29.8,61.4,0.485,18.0,23.8,0.757,11.0,29.8,40.8,20.6,7.8,5.9,14.7,20.4,98.1
16.0,Minnesota Timberwolves,82,240.6,38.0,81.2,0.46799999999999997,7.0,19.0,0.369,30.9,62.2,0.498,15.2,20.1,0.752,10.6,31.5,42.1,22.3,8.1,5.9,15.9,22.5,98.1
17.0,Toronto Raptors,82,243.7,36.2,79.2,0.45799999999999996,6.7,18.4,0.361,29.6,60.8,0.48700000000000004,19.6,26.2,0.747,10.7,31.0,41.7,21.9,7.0,4.7,14.3,20.1,98.7
18.0,Detroit Pistons,82,241.5,37.3,81.2,0.45899999999999996,7.4,20.4,0.36,29.9,60.7,0.49200000000000005,16.9,22.2,0.762,11.1,30.7,41.8,22.4,8.4,5.8,13.7,19.9,98.8
19.0,Golden State Warriors,82,241.5,37.2,84.8,0.439,8.0,23.1,0.34700000000000003,29.2,61.7,0.473,17.9,23.9,0.748,11.1,31.7,42.7,23.5,8.2,4.9,13.5,19.2,100.3
20.0,Milwaukee Bucks,82,241.8,38.4,84.7,0.45399999999999996,6.5,18.5,0.348,32.0,66.2,0.483,17.0,22.5,0.759,12.4,33.6,46.0,23.1,8.0,4.4,16.0,19.1,100.4
21.0,Portland Trail Blazers,82,242.1,39.3,83.0,0.474,6.4,18.7,0.34,33.0,64.3,0.512,15.7,20.6,0.7609999999999999,11.0,31.4,42.4,23.7,8.4,4.4,13.1,18.7,100.7
22.0,Los Angeles Lakers,82,240.9,39.7,87.6,0.45299999999999996,7.5,21.0,0.35700000000000004,32.2,66.6,0.483,14.2,19.4,0.732,11.5,31.1,42.7,23.4,8.5,4.8,12.9,23.1,101.0
23.0,Denver Nuggets,82,242.7,38.1,85.7,0.444,8.4,23.1,0.363,29.7,62.6,0.474,16.6,22.7,0.731,12.4,29.2,41.6,23.6,8.0,6.8,15.9,21.6,101.1
24.0,Orlando Magic,82,241.2,38.6,83.4,0.46299999999999997,7.5,21.0,0.359,31.1,62.5,0.498,16.3,22.1,0.738,10.8,31.9,42.8,23.7,7.2,5.2,12.4,16.5,101.1
25.0,Cleveland Cavaliers,82,240.6,37.9,79.6,0.47600000000000003,7.4,20.0,0.37200000000000005,30.5,59.6,0.511,17.9,24.2,0.7390000000000001,10.8,31.3,42.1,23.9,7.6,6.8,15.2,19.7,101.2
26.0,Phoenix Suns,82,241.5,38.8,82.6,0.47,6.9,17.9,0.38799999999999996,31.9,64.7,0.49200000000000005,17.1,22.6,0.757,11.7,31.7,43.4,22.8,8.3,5.1,15.3,18.4,101.6
27.0,Dallas Mavericks,82,243.7,37.4,84.0,0.445,7.8,21.8,0.359,29.6,62.2,0.475,19.1,25.4,0.753,12.0,33.6,45.6,22.0,8.5,4.1,14.7,18.9,101.7
28.0,Houston Rockets,82,241.2,38.8,85.5,0.45399999999999996,8.1,21.9,0.368,30.8,63.5,0.484,16.8,21.6,0.7759999999999999,10.7,31.0,41.6,22.7,8.5,6.1,14.8,20.4,102.5
29.0,Charlotte Hornets,82,241.5,38.8,82.5,0.47100000000000003,8.7,22.5,0.38799999999999996,30.1,59.9,0.502,16.2,21.8,0.747,11.8,32.3,44.1,25.3,6.9,6.9,14.0,21.3,102.7
30.0,Sacramento Kings,82,241.8,39.3,83.3,0.47200000000000003,7.6,21.5,0.355,31.7,61.8,0.512,18.9,24.1,0.7829999999999999,11.9,31.7,43.6,25.1,7.6,6.3,14.7,20.0,105.1
